"","V3","V4","V3.1","V4.1","V3.2","V4.2","V3.3","V4.3","V3.4","V4.4"
"1",1.24736225087925,1.69645390070922,1.12432432432432,1.87423312883436,1.20070011668611,2.24590163934426,1.12024048096192,1.31780821917808,1.20236686390533,1.65625
