"","V3","V5","V5.1","V5.2","V4","V1","V2","V2.1","V4.1","V2.2","V5.3","V5.4"
"1",1.17647058823529,1.80454545454545,1,1,1.20138888888889,1.45185185185185,1.77346278317152,1.52857142857143,1.05102040816327,2.78769230769231,1.01041666666667,1.0546875
