"","V2","V3","V4","V4.1","V5","V2.1","V1","V3.1","V1.1","V1.2","V4.2","V2.2"
"1",1.975,5.24181360201511,1.1,1.1,12.5375722543353,6.22959183673469,5.39598540145985,1.57943925233645,1.71359223300971,2.66225165562914,20.0309278350515,5.82222222222222
