"","V5","V3","V4","V5.1","V5.2","V3.1","V4.1","V3.2","V5.3","V4.2","V1","V4.3","V5.4","V3.3","V1.1","V5.5","V1.2","V1.3","V1.4","V5.6","V1.5","V5.7","V2","V5.8","V4.4","V1.6","V3.4","V5.9","V5.10","V4.5","V3.5","V2.1","V1.7","V1.8","V1.9"
"1",4.38461538461538,1.3992673992674,1.60526315789474,1,2.75,1.0379746835443,1.15,1.05343511450382,1.07291666666667,1.64864864864865,1.53333333333333,1.75,1.5531914893617,1.43421052631579,1.03846153846154,1.17808219178082,1.33333333333333,1.44444444444444,1.83333333333333,3,1.75862068965517,2.48109965635739,1.05263157894737,1,1,1.11494252873563,1.025,1.66666666666667,2.16666666666667,1.23076923076923,1.17682926829268,1.04444444444444,1.09433962264151,2.08333333333333,1.16393442622951
