"","V1","V5","V5.1","V4","V2","V1.1","V3","V1.2","V3.1","V2.1","V2.2","V5.2","V3.2","V2.3","V2.4","V2.5","V2.6","V5.3","V3.3","V4.1","V3.4","V4.2","V4.3","V4.4","V5.4","V3.5","V1.3","V1.4","V3.6","V3.7","V1.5","V1.6","V3.8","V2.7","V3.9"
"1",2.67464114832536,3.65183246073298,4.30054644808743,1.1,11.9818181818182,2.02439024390244,1.65217391304348,4.58212560386473,1.77669902912621,1.42622950819672,2.08695652173913,6,3.0958904109589,1.43119266055046,1.37037037037037,4.22093023255814,1.22727272727273,6.88461538461538,1.63636363636364,2.7,1.23529411764706,2.27285318559557,9.9,1.1,1,4.3298969072165,2.29268292682927,1.13333333333333,5.27692307692308,6.15625,3.79447322970639,1.02127659574468,3.68965517241379,1.08,2.32394366197183
