"","V1","V1.1","V1.2","V5","V4","V3","V3.1","V1.3","V4.1","V4.2","V1.4","V5.1","V1.5","V3.2","V1.6","V3.3","V4.3","V4.4","V3.4","V1.7","V5.2","V3.5","V3.6","V1.8","V4.5","V5.3","V4.6","V3.7","V4.7","V3.8","V5.4","V3.9","V5.5","V2","V2.1","V3.10","V5.6","V4.8","V1.9","V5.7","V2.2","V3.11","V4.9","V5.8","V4.10","V3.12","V2.3","V2.4","V5.9","V5.10","V4.11","V3.13"
"1",6.61176470588235,3.45833333333333,2.40540540540541,4.34210526315789,1.15254237288136,3.42424242424242,3.74757281553398,10.5432098765432,1.27068557919622,2.61842105263158,8.48611111111111,4.4,8.51724137931035,2.28571428571429,4.0796812749004,2.40540540540541,1.10526315789474,1.77777777777778,1.01597444089457,2.68965517241379,1.57971014492754,5.78125,2.85714285714286,2.33333333333333,3.40196078431373,1.73493975903614,2.23497267759563,2.29896907216495,1,5.74418604651163,1.25,1.09090909090909,1.28205128205128,13.390243902439,8.2109375,2.77358490566038,1.48717948717949,1.81666666666667,1.84210526315789,2.74285714285714,1.04761904761905,2.36363636363636,1.02272727272727,7.70689655172414,2.96511627906977,6.51724137931035,1.06034482758621,1.05208333333333,1.52631578947368,13.0975609756098,3.72826086956522,1.20689655172414
