"","V2","V1","V2.1","V5","V4","V1.1","V4.1","V3","V5.1","V5.2","V1.2","V4.2","V1.3","V2.2","V5.3","V2.3","V1.4","V4.3","V1.5","V5.4","V5.5","V4.4","V1.6","V2.4","V2.5","V3.1","V1.7","V3.2","V3.3","V3.4","V1.8","V3.5","V1.9","V2.6","V1.10","V1.11","V5.6","V1.12","V3.6","V5.7","V5.8","V2.7","V2.8","V3.7","V1.13","V3.8","V5.9","V4.5","V1.14","V5.10","V3.9","V1.15","V4.6","V4.7","V5.11","V1.16","V2.9","V1.17","V3.10","V3.11","V5.12","V4.8","V5.13","V3.12","V4.9","V2.10","V1.18","V1.19","V3.13","V4.10","V5.14","V5.15","V5.16","V1.20","V5.17","V5.18","V5.19","V5.20","V4.11","V5.21","V2.11","V5.22","V2.12","V3.14","V3.15","V2.13","V5.23","V2.14","V5.24","V5.25","V1.21","V2.15","V3.16","V1.22","V1.23","V5.26","V1.24","V1.25","V5.27","V5.28","V3.17","V5.29","V5.30","V5.31","V4.12","V5.32","V1.26","V1.27","V1.28","V2.16","V2.17","V4.13","V1.29","V2.18","V1.30","V1.31","V5.33","V1.32","V1.33","V3.18","V3.19","V1.34"
"1",1.1,9.36666666666667,1.46153846153846,1.33928571428571,1.1,3.16071428571429,8.00514138817481,6.58974358974359,1.72727272727273,3.45,2.10714285714286,1.1,2.35294117647059,1.84883720930233,2.77966101694915,1.18571428571429,2.2156862745098,3.2093023255814,1.31578947368421,2.47058823529412,1.46575342465753,1.39380530973451,3.72566371681416,1.69364161849711,1.31626506024096,1.04761904761905,2.41666666666667,1.1,5.88888888888889,5.58333333333333,1.1,1.64900662251656,1.06134969325153,3.3953488372093,1.1,4.30769230769231,3.7,2.71134020618557,1.35294117647059,2.09243697478992,3.95356037151703,2.51906158357771,1.30487804878049,17.6220930232558,1.3125,3.24015748031496,1.44827586206897,1.70175438596491,1.84848484848485,1.59259259259259,1.41040462427746,1.1,1.336,34.5684210526316,1.2089552238806,1.1,2.90909090909091,1.3394495412844,3.02816901408451,1.1,1.41666666666667,1.09090909090909,2.5,1.1,1.21276595744681,1.07692307692308,1.02083333333333,6.21428571428571,1,1.65957446808511,1.0952380952381,2.81666666666667,4.3,1.1,4.53012048192771,3.04545454545455,2.47044025157233,1.83636363636364,1.07692307692308,1.32758620689655,2.1304347826087,1.12903225806452,1.16197183098592,2.99579831932773,1.02142857142857,2.78688524590164,1.44444444444444,1.12903225806452,3.95890410958904,4.72727272727273,4.53658536585366,2.24375,5.49382716049383,1.0379746835443,2.02409638554217,3.36263736263736,1.1,4.31578947368421,1.46,4.91535433070866,1.29411764705882,1.96113074204947,1.57142857142857,4.37931034482759,1.78947368421053,2.2263759086189,2.99103139013453,1.09090909090909,1.3,1.01960784313725,2.6993006993007,1.08196721311475,4.65217391304348,1.27397260273973,6.61290322580645,65.8666666666667,4.63636363636364,2.08333333333333,1.225,1.09090909090909,2.3448275862069,1.1
