"","V3","V5","V1","V2","V5.1","V3.1","V5.2","V5.3","V2.1","V1.1","V5.4","V5.5","V3.2","V4","V4.1","V3.3","V3.4","V3.5","V5.6","V5.7","V3.6","V4.2","V3.7","V3.8","V5.8","V1.2","V5.9","V5.10","V2.2","V4.3","V1.3"
"1",1.54042553191489,1.57575757575758,2.14909090909091,2.01385041551247,1.38888888888889,1.4047619047619,1.2798353909465,2.48,1.31395348837209,1.39602925809822,1.42857142857143,1,3.02631578947368,1.11971830985915,1.23927392739274,1.14102564102564,1.1547619047619,3.30731707317073,1,1.52,1.86769230769231,1.85915492957746,2.03100775193798,1.52538631346578,1,1.27777777777778,2.14606741573034,1.06896551724138,1.27536231884058,3.61436170212766,1.21576763485477
