"","V1","V2","V3","V4","V5"
"1",0.849497716894977,0.0091324200913242,0.091689497716895,0.017716894977169,0.0319634703196347
"2",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"3",0.152380952380952,0.266666666666667,0.219047619047619,0.142857142857143,0.219047619047619
"4",0.20126033871603,0.0492319810949193,0.0330838912957857,0.0240252067743206,0.692398582118944
"5",0.315436241610738,0.191275167785235,0.120805369127517,0.268456375838926,0.104026845637584
"6",0.16468253968254,0.543650793650794,0.0912698412698413,0.146825396825397,0.0535714285714286
"7",0.22926267281106,0.0852534562211982,0.0841013824884793,0.0472350230414747,0.554147465437788
"8",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"9",0.113588110403397,0.598726114649682,0.0552016985138004,0.0615711252653928,0.170912951167728
"10",0.172248803827751,0.45933014354067,0.0909090909090909,0.0813397129186603,0.196172248803828
"11",0.150602409638554,0.198795180722892,0.168674698795181,0.337349397590361,0.144578313253012
"12",0.252873563218391,0.373563218390805,0.120689655172414,0.114942528735632,0.137931034482759
"13",0.299914554258046,0.0660780404443179,0.0746226146397038,0.525776132156081,0.0336086585018513
"14",0.309037900874636,0.0816326530612245,0.142857142857143,0.0903790087463557,0.376093294460641
"15",0.142647538311053,0.00554287577437235,0.793446364525595,0.00880339093576785,0.0495598304532116
"16",0.336075949367089,0.060126582278481,0.079746835443038,0.030379746835443,0.493670886075949
"17",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"18",0.299382716049383,0.154320987654321,0.114197530864198,0.33641975308642,0.095679012345679
"19",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"20",0.326415094339623,0.0754716981132075,0.0830188679245283,0.452830188679245,0.0622641509433962
"21",0.064873417721519,0.723101265822785,0.0901898734177215,0.0474683544303797,0.0743670886075949
"22",0.183745583038869,0.0612485276796231,0.0435806831566549,0.669022379269729,0.0424028268551237
"23",0.0901287553648069,0.120171673819742,0.128755364806867,0.0858369098712446,0.575107296137339
"24",0.171428571428571,0.247619047619048,0.238095238095238,0.133333333333333,0.20952380952381
"25",0.398110106820049,0.0217748562037798,0.0554642563681183,0.503697617091208,0.0209531635168447
"26",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"27",0.127272727272727,0.122077922077922,0.0675324675324675,0.638961038961039,0.0441558441558442
"28",0.0908116796142513,0.012054647736405,0.0685775515671042,0.00482185909456201,0.823734261987678
"29",0.189504373177843,0.12536443148688,0.0903790087463557,0.530612244897959,0.0641399416909621
"30",0.546448087431694,0.0887978142076503,0.135245901639344,0.150273224043716,0.0792349726775956
"31",0.037713612256924,0.84325279905716,0.0477312905126694,0.0312315851502652,0.0400707130229817
"32",0.333877995642702,0.495915032679739,0.0315904139433551,0.116285403050109,0.0223311546840959
"33",0.0961538461538462,0.117521367521368,0.151709401709402,0.0683760683760684,0.566239316239316
"34",0.031390134529148,0.0538116591928251,0.031390134529148,0.846038863976084,0.0373692077727952
