"","x"
"burm",123
"korean",61
"speak",60
"think",59
"yea",59
"learn",55
"realli",54
"now",50
"use",47
"talk",45
"time",42
"languag",40
"don",35
"mandarin",35
"comput",34
"good",34
"peopl",34
"understand",30
"year",30
"bot",29
"conver",28
"studi",28
"phone",26
"start",25
"differ",24
"long",23
"mean",23
"japan",22
"today",22
"mani",21
"someth",21
"tri",21
"yes",21
"need",20
"work",20
"let",19
"thai",19
"alexa",18
"first",18
"name",18
"system",18
"world",18
"canton",17
"chat",17
"open",17
"call",16
"chine",16
"friend",16
"interfac",16
"futur",15
"human",15
"problem",15
"video",15
"ask",14
"guy",14
"voic",14
"data",13
"exampl",13
"formal",13
"hard",13
"huh",13
"littl",13
"nice",13
"reason",13
"thank",13
"abl",12
"brain",12
"give",12
"knowledg",12
"place",12
"train",12
"amaz",11
"bit",11
"car",11
"challeng",11
"home",11
"live",11
"movi",11
"person",11
"possibl",11
"scienc",11
"stuff",11
"sushi",11
"type",11
"yeah",11
"better",10
"build",10
"cool",10
"everi",10
"experi",10
"hey",10
"meet",10
"script",10
"self",10
"small",10
"speech",10
"wife",10
"burma",9
"case",9
"devic",9
"didn",9
"interest",9
"machin",9
"practic",9
"program",9
"question",9
"technolog",9
"word",9
"wow",9
"base",8
"becaus",8
"cour",8
"drive",8
"food",8
"gusta",8
"love",8
"man",8
"mayb",8
"might",8
"money",8
"onlin",8
"part",8
"point",8
"real",8
"sebastian",8
"show",8
"solv",8
"text",8
"topic",8
"uav",8
"udac",8
"watch",8
"well",8
"actual",7
"anoth",7
"big",7
"came",7
"close",7
"day",7
"find",7
"happen",7
"hope",7
"just",7
"model",7
"nah",7
"never",7
"order",7
"read",7
"repli",7
"similar",7
"step",7
"teach",7
"tell",7
"user",7
"alreadi",6
"alright",6
"amazon",6
"aqu",6
"beauti",6
"becom",6
"book",6
"doesn",6
"ever",6
"exact",6
"favorit",6
"generat",6
"genius",6
"hand",6
"hire",6
"job",6
"last",6
"market",6
"mention",6
"mistak",6
"mous",6
"move",6
"nde",6
"present",6
"presid",6
"project",6
"quick",6
"rain",6
"rale",6
"robot",6
"rule",6
"sourc",6
"store",6
