"","V4","V4.1","V4.2","V4.3","V5","V1","V5.1","V1.1","V5.2","V5.3","V5.4","V5.5","V5.6","V4.4","V5.7","V4.5","V2","V2.1","V1.2","V2.2","V1.3","V4.6","V5.8","V1.4","V5.9","V5.10","V2.3","V1.5","V2.4","V2.5"
"1",1.09459459459459,1.84745762711864,5.59558823529412,1.54166666666667,2.41525423728814,1.03846153846154,1.20430107526882,1.28260869565217,2.13167259786477,1.3265306122449,1.1875,1.67567567567568,1.15,2.375,1.0650406504065,2.85185185185185,1.07692307692308,1.08695652173913,2.23076923076923,1.1027397260274,1.67857142857143,2.21739130434783,2.125,2.23529411764706,1.03225806451613,3.11913357400722,1.11428571428571,1.93877551020408,1,1.50588235294118
