"","V2","V5","V1","V2.1","V2.2","V2.3","V3","V1.1","V3.1","V2.4","V3.2","V4","V3.3","V4.1","V3.4","V5.1","V2.5","V2.6","V2.7","V2.8","V5.2","V2.9","V1.2","V2.10","V2.11","V2.12","V4.2","V2.13","V3.5","V3.6","V3.7","V1.3","V5.3","V3.8","V3.9","V5.4","V3.10"
"1",1.06748466257669,1,1.40740740740741,1.8,1.75,1.67948717948718,1.17647058823529,1.2183908045977,1.47150259067358,1.77272727272727,2.91860465116279,1.7741935483871,1.02923976608187,1.1448275862069,1.04054054054054,1.59375,1.66298342541436,1.3804347826087,1.11510791366906,1.20833333333333,1.17532467532468,1.27586206896552,1.02777777777778,1.28301886792453,1.06593406593407,1.66346153846154,1.62162162162162,3.52212389380531,1.15,1.22222222222222,3.01388888888889,2.06229508196721,1.17391304347826,2.13461538461538,1.32142857142857,1.03030303030303,2.18333333333333
