"","V4","V3","V4.1","V3.1","V2","V3.2","V2.1","V3.3"
"1",1.2148070907195,1.2494623655914,1.11260827718961,1.26086956521739,1.08404966571156,1.21101871101871,1.07729007633588,1.08756218905473
