"","V2","V2.1","V2.2","V2.3","V2.4","V5","V2.5","V5.1","V2.6"
"1",1.45618556701031,1.54545454545455,1.28698553948832,1.16749256689792,1.05610859728507,1.184,1.09981515711645,1.30260707635009,1.24642126789366
