"","V3","V4","V3.1","V5","V4.1","V3.2","V3.3","V3.4","V2","V4.2","V1","V5.1","V4.3","V3.5","V1.1","V1.2","V4.4","V4.5","V3.6","V4.6","V4.7","V5.2","V1.3","V5.3","V2.1","V5.4","V4.8","V4.9","V4.10","V4.11","V3.7","V5.5","V4.12","V4.13","V4.14","V4.15","V5.6","V4.16","V1.4","V4.17","V5.7","V4.18","V3.8"
"1",2.75728155339806,1.1,3.71910112359551,1.71814671814672,1.1,1.34426229508197,3.19655172413793,1.83229813664596,13.3677248677249,1.1,1.77099236641221,3.10077519379845,1.55614973262032,2.78937381404175,10.3769470404984,1.41666666666667,3.61029411764706,7.92258064516129,1.76190476190476,1.1,1.1,5.38135593220339,3.49532710280374,2.54970760233918,4.13780918727915,1.32857142857143,1.1,2.43452380952381,1.1,3.69117647058824,12.2937062937063,2.8047419804742,3.15277777777778,1.1,5.10501193317422,1.1,1.95,1.1,1.56375838926174,1.1,3.81159420289855,1.7029702970297,1.37759336099585
