"","V5","V5.1","V5.2","V3","V5.3","V5.4","V5.5","V5.6","V3.1","V5.7","V4","V3.2","V5.8","V4.1","V2","V4.2","V3.3","V2.1","V4.3","V5.9","V5.10","V4.4","V2.2","V3.4","V1","V4.5","V5.11","V3.5","V5.12","V3.6","V2.3","V3.7","V2.4","V5.13","V2.5","V5.14","V3.8","V5.15","V3.9","V5.16","V4.6","V5.17","V4.7"
"1",2.21505376344086,1,1.48333333333333,1.85796269727403,1,1.29787234042553,1.52631578947368,3.09615384615385,1.08309455587393,1,1.42391304347826,1.05737704918033,1.41666666666667,2.62189054726368,1.42666666666667,1.77049180327869,1.16239316239316,2.421875,1.10526315789474,1,1,1.19191919191919,1.28915662650602,2.671875,1.04235727440147,1.09375,1,1.82608695652174,1,2,1.00350877192982,2.56989247311828,1.02857142857143,1,2.39428571428571,1,1.14285714285714,1,1.55208333333333,1,1.62352941176471,1.16091954022989,1.77205882352941
