"","V5","V4","V4.1","V2","V5.1","V4.2","V4.3","V4.4","V4.5","V2.1","V5.2","V5.3","V1","V5.4","V1.1","V5.5","V5.6","V4.6","V1.2","V5.7","V5.8","V5.9","V2.2","V5.10","V2.3","V4.7","V3","V2.4","V5.11","V4.8","V1.3","V2.5","V4.9","V1.4","V5.12","V2.6","V5.13","V1.5","V4.10","V1.6","V4.11","V4.12","V2.7","V5.14","V5.15","V2.8","V5.16","V4.13","V2.9","V5.17","V3.1","V2.10","V2.11","V5.18","V5.19","V5.20","V4.14","V2.12","V2.13","V2.14","V4.15","V2.15","V1.7","V5.21","V2.16","V1.8","V4.16","V2.17","V3.2","V2.18"
"1",1.82417582417582,1.73333333333333,1.06060606060606,1.3859649122807,2.66666666666667,1.36842105263158,1.68421052631579,2.96478873239437,1.08823529411765,1.225,1.02160493827161,1.00990099009901,1.23267326732673,1.13636363636364,1.03703703703704,5.3448275862069,1.025,1.27272727272727,1.63478260869565,1.17241379310345,1.21052631578947,2.08333333333333,1.66037735849057,1.47368421052632,1.09090909090909,1.14782608695652,1.39393939393939,1.13333333333333,1.09090909090909,1.2093023255814,1.11111111111111,2.55769230769231,2.70588235294118,1.46428571428571,3.28,1.45714285714286,1.01960784313726,1.35,1.12903225806452,1.50549450549451,1.18333333333333,1.32258064516129,1.53333333333333,1.4,1.41666666666667,2.12121212121212,1.61111111111111,2.04444444444444,1.64285714285714,1,2.83333333333333,1.26190476190476,1.2258064516129,1.97142857142857,1,1.03703703703704,1,1.4,1.15384615384615,2.075,1,1.12,1.5625,1.25714285714286,2.37037037037037,1.50684931506849,1.60606060606061,1.38121546961326,5.74193548387097,1.10869565217391
