"","V1","V3","V1.1","V4","V4.1","V5","V5.1","V5.2","V3.1","V5.3","V1.2","V5.4","V2","V2.1","V5.5","V3.2","V5.6","V4.2","V5.7","V5.8","V3.3","V3.4","V4.3","V4.4","V5.9","V5.10","V3.5","V4.5","V2.2","V4.6"
"1",5.38461538461538,2.68965517241379,1.1,1.42023346303502,1.14285714285714,1.02040816326531,7.63157894736842,1.26315789473684,1.06730769230769,1.90384615384615,3.76923076923077,1.8,7.38121546961326,1.03149606299213,3.0952380952381,1.07843137254902,1.29487179487179,4.88392857142857,1.1,1.53846153846154,2.98387096774194,1.28571428571429,2,1.23076923076923,3.65454545454545,2.1,1.56140350877193,3.77027027027027,1.3125,2.07692307692308
