"","V5","V2","V5.1","V2.1","V5.2","V2.2","V1","V2.3","V1.1","V2.4","V5.3","V2.5","V5.4","V5.5"
"1",3.37404580152672,2.75271739130435,4.16431924882629,3.00831024930748,3.0383275261324,2.89673913043478,1.01923076923077,3.20621468926554,1.2264631043257,1.28648648648649,1.97583643122677,1.16343042071197,2.88486842105263,1.46680080482897
