"","V1","V2","V1.1","V3","V1.2","V2.1","V3.1","V3.2","V1.3","V5","V1.4","V4","V1.5","V1.6","V1.7","V3.3","V1.8","V5.1","V5.2","V1.9","V5.3","V1.10","V1.11","V5.4","V5.5","V1.12","V5.6","V1.13"
"1",1.03846153846154,1.13,2.10344827586207,2.125,1.11650485436893,1.92647058823529,2.04516129032258,1.075,2.08474576271186,1.25792507204611,2.30232558139535,1,2.07063197026022,3.1875,1.34210526315789,1.79816513761468,4.9875,1,2.64935064935065,1.64615384615385,1.06976744186047,1.41025641025641,1.03389830508475,1.53237410071942,1.48214285714286,1.25,1.5,1.31395348837209
