"","V5","V2","V1","V5.1","V1.1","V1.2","V1.3","V4","V4.1","V1.4","V1.5","V4.2","V1.6","V1.7","V5.2","V1.8","V1.9","V2.1","V1.10","V4.3","V4.4","V1.11","V1.12","V1.13","V3","V4.5","V3.1","V5.3","V1.14","V1.15","V2.2","V2.3","V1.16","V1.17","V1.18","V1.19","V1.20","V5.4","V5.5","V2.4","V4.6","V5.6","V4.7","V1.21","V3.2","V4.8","V5.7","V4.9","V1.22","V1.23","V2.5","V2.6","V3.3","V1.24","V1.25","V1.26","V4.10","V2.7","V1.27","V4.11","V1.28","V1.29","V5.8","V4.12","V1.30","V1.31","V1.32","V3.4","V1.33","V1.34","V3.5","V1.35","V1.36","V1.37","V1.38","V5.9","V3.6","V1.39","V1.40","V4.13","V1.41","V1.42","V4.14","V1.43","V5.10","V2.8","V1.44","V3.7","V1.45","V4.15","V5.11","V5.12","V5.13","V1.46","V1.47","V4.16","V1.48","V4.17","V1.49","V4.18","V1.50","V4.19","V3.8","V1.51","V3.9","V3.10","V1.52","V2.9","V4.20","V1.53","V1.54","V1.55","V3.11","V5.14","V1.56","V1.57","V1.58","V4.21","V3.12","V2.10","V1.59","V5.15","V5.16","V1.60","V2.11","V3.13","V1.61","V5.17","V1.62","V1.63","V2.12","V1.64"
"1",2.42396313364055,1,4.45238095238095,2.88888888888889,9.17073170731707,3.33139534883721,1.35294117647059,1.1,2.20504731861199,1.17647058823529,2.45192307692308,1.1,3.86585365853659,1.17777777777778,1.02445652173913,1.14629258517034,2.03166226912929,2.2741935483871,4.26190476190476,1.1,1.93975903614458,6.5,3.77303370786517,2.21052631578947,3.77762982689747,1.18867924528302,2.81632653061224,1.32352941176471,5.89393939393939,1.96842105263158,4.568,23.0952380952381,3.1831869510665,2.58461538461538,5.78985507246377,1.66666666666667,1.17749603803487,1.36619718309859,2.54251012145749,2.57692307692308,2.28813559322034,2.4051724137931,1.04247104247104,1.64285714285714,1.1,5.67403958090803,5.24516129032258,1.25,1.10810810810811,2.89285714285714,37.7959183673469,1.25,1.1,4.79005524861878,1.05940594059406,4.4375,1.1,30.2954545454545,2.46153846153846,2.04255319148936,2.6390977443609,7.42857142857143,2.5607476635514,1.54545454545455,7.1214953271028,1.60344827586207,2.96875,3.45671641791045,2.52298850574713,2.07317073170732,1.61538461538462,2.53571428571429,2.99730458221024,4.34969325153374,1.81666666666667,1.06060606060606,6.2962962962963,1.68768768768769,1.12121212121212,1.1,5.24277456647399,1.44927536231884,1.65719696969697,5.83333333333333,2.73134328358209,42.9565217391304,3.45283018867925,4.06853582554517,3.7,1.1,2,1.06472491909385,18.7130801687764,1.50746268656716,1.21052631578947,1.1,2.075,1.1,1.9,1.02,1.88372093023256,1.04255319148936,4.75806451612903,3.23573200992556,10.8224852071006,5.41095890410959,1.57854406130268,10.3067226890756,8.67924528301887,1.14126984126984,4.2122905027933,1.15789473684211,1.125,1.09803921568627,4.9537037037037,2.25547445255474,5.14342629482072,2.82317073170732,3.33333333333333,2.31746031746032,3.45454545454545,1.51332398316971,4.21614583333333,1.16082224909311,1.11111111111111,1.1,3.32075471698113,1.5,4.94871794871795,2.79047619047619,7.78225806451613,4.8125
