"","V1","V1.1","V3","V4","V1.2","V1.3","V1.4","V1.5","V5","V3.1","V2","V2.1","V2.2","V5.1","V1.6","V5.2","V2.3","V4.1","V1.7","V4.2","V3.2","V1.8","V1.9","V2.4","V3.3","V4.3"
"1",5.75675675675676,1.66101694915254,1.2972972972973,1.11666666666667,1.63768115942029,2.70491803278689,1.64399092970522,2.18181818181818,1.1,1,1.1,5.86714975845411,1.17177914110429,1.06410256410256,1.12857142857143,12.2418300653595,1.1,2.09638554216868,1.8,1.73214285714286,1.71739130434783,1.1,2.85106382978723,3.32954545454546,7.0130890052356,6.63513513513514
