"","V3","V3.1","V1","V1.1","V3.2","V3.3","V5","V4","V4.1","V1.2","V5.1","V4.2","V3.4","V1.3","V3.5","V4.3","V5.2","V1.4","V4.4","V5.3","V1.5","V5.4","V4.5","V3.6","V2","V2.1"
"1",1.17460317460317,1.28260869565217,1.42307692307692,1.33333333333333,1.81578947368421,1.90625,2.1,1.06451612903226,1,1.19672131147541,1,2.70588235294118,1.91764705882353,1.2,1.48936170212766,1.3304347826087,1,1.23880597014925,1.37931034482759,1.30232558139535,1.67272727272727,1,1,1.62962962962963,1.14714714714715,2
