"","V2","V1","V2.1","V2.2","V2.3","V1.1","V2.4","V5","V2.5","V4","V3","V2.6","V5.1","V2.7","V3.1","V4.1","V2.8","V4.2","V3.2","V4.3","V2.9","V5.2","V3.3","V3.4","V2.10","V2.11","V1.2","V2.12","V2.13","V3.5","V2.14","V4.4","V4.5","V2.15","V2.16","V4.6","V1.3","V2.17","V5.3","V2.18","V2.19","V4.7","V4.8","V3.6","V2.20","V4.9","V2.21","V2.22","V2.23","V2.24","V4.10","V5.4","V4.11","V2.25"
"1",2.03809523809524,7.41525423728814,1.14285714285714,1.1,1.37623762376238,1.3448275862069,3.51428571428571,1.05091487669053,1.05263157894737,2.94545454545455,1.13636363636364,1.1,1.6,2.75,1.1792828685259,1.1,1.2,3.74626865671642,1.5,8.67857142857143,1.24,4.12663755458515,4.95890410958904,1.51851851851852,1.1,2.78723404255319,1.44736842105263,1.76712328767123,4.3,10.2433628318584,3.16981132075472,2.7037037037037,7.04,3.34939759036145,1.1,7.78666666666667,4.18181818181818,1.09259259259259,7.96531791907515,1.33333333333333,2.55172413793103,3.03333333333333,1.57894736842105,1.09090909090909,4.40740740740741,6.26229508196721,1.08,5.24324324324324,1.44444444444444,2.98,2.4625,1.625,1.04081632653061,1.38333333333333
