"","V1","V5","V1.1","V5.1","V4","V5.2","V3","V3.1","V3.2","V2","V1.2","V5.3","V3.3","V4.1","V4.2","V5.4","V5.5","V3.4","V1.3","V5.6","V1.4","V3.5","V5.7","V2.1","V5.8","V1.5","V4.3","V4.4","V1.6","V5.9","V4.5","V2.2","V5.10","V3.6","V5.11","V1.7","V4.6","V5.12","V3.7","V3.8","V3.9","V1.8","V3.10","V2.3","V3.11","V5.13","V1.9","V4.7","V5.14","V3.12","V1.10","V1.11","V2.4","V3.13"
"1",1.32911392405063,1.02608695652174,1.12903225806452,1,2.88571428571429,1.26086956521739,1.94444444444444,7.22413793103448,1.05555555555556,1.61764705882353,1.91304347826087,1,1,1.04,3.1375,1,1,1.24074074074074,1.125,1.03703703703704,1.08695652173913,2.89873417721519,1.57553956834532,1,1,1.27027027027027,1.58333333333333,1.23728813559322,1.40350877192982,1.55862068965517,1.35897435897436,2,1,1.40677966101695,1,1.70454545454545,1.80597014925373,1.28571428571429,1.0679012345679,1.09090909090909,1.1047619047619,1.15384615384615,2.04901960784314,1.375,1.08,1,2.5,1.32142857142857,2.025,1.13636363636364,1.17647058823529,1.6551724137931,1.13953488372093,1.2
