"","x"
"user",138
"experi",127
"realiti",102
"augment",93
"object",90
"world",86
"now",84
"realli",84
"use",83
"actual",77
"space",67
"peopl",64
"start",61
"interact",58
"differ",56
"creat",55
"real",53
"let",52
"think",52
"work",49
"exampl",47
"move",47
"understand",47
"imag",46
"virtual",46
"app",45
"game",45
"technolog",45
"time",45
"play",44
"video",44
"design",42
"physic",41
"share",41
"devic",40
"don",40
"phone",39
"talk",39
"place",37
"someth",37
"allow",36
"screen",36
"abl",35
"first",35
"learn",35
"bring",34
"digit",34
"environ",33
"need",33
"scene",33
"build",32
"tri",32
"littl",31
"point",30
"help",29
"surfac",29
"feel",28
"visual",28
"person",27
"develop",26
"found",26
"mean",26
"music",26
"pictur",26
"sort",26
"light",25
"zap",25
"click",24
"content",24
"googl",24
"inform",23
"prototyp",23
"code",21
"core",21
"custom",21
"immer",21
"data",20
"magic",20
"might",20
"postcard",20
"sen",20
"show",20
"bank",19
"camera",19
"chang",19
"control",19
"interest",19
"life",19
"mani",19
"part",19
"cool",18
"explor",18
"give",18
"live",18
"select",18
"system",18
"track",18
"view",18
"add",17
"applic",17
"combin",17
"jedi",17
"movement",17
"multipl",17
"provid",17
"recommend",17
"better",16
"bit",16
"excit",16
"map",16
"model",16
"size",16
"today",16
"tool",16
"alreadi",15
"avail",15
"case",15
"check",15
"comput",15
"find",15
"hand",15
"home",15
"locat",15
"mayb",15
"requir",15
"room",15
"togeth",15
"ahead",14
"exact",14
"eye",14
"feedback",14
"fun",14
"imagin",14
"leverag",14
"set",14
"audio",13
"done",13
"hololen",13
"power",13
"project",13
"vision",13
"amaz",12
"anoth",12
"focus",12
"happen",12
"head",12
"import",12
"moment",12
"offer",12
"possibl",12
"product",12
"account",11
"call",11
"drag",11
"everyth",11
"form",11
"level",11
"made",11
"mobil",11
"natur",11
"photo",11
"piec",11
"pretti",11
"relat",11
"scale",11
"sound",11
"thank",11
"top",11
"upload",11
"away",10
"challeng",10
"citi",10
"complet",10
"connect",10
"consid",10
"context",10
"cut",10
"download",10
"experienc",10
"field",10
"headset",10
"hous",10
"includ",10
"name",10
"simpl",10
"smartphon",10
"softwar",10
"specif",10
"trigger",10
"walk",10
"watch",10
"whole",10
"without",10
"alway",9
"block",9
"chris",9
"cloud",9
"concept",9
"cour",9
"direct",9
"everi",9
"exist",9
"front",9
"good",9
"human",9
"icon",9
"initi",9
"laugh",9
"long",9
"machin",9
"never",9
"normal",9
"onto",9
"open",9
"special",9
"star",9
"step",9
"super",9
"tell",9
"took",9
"type",9
"war",9
"action",8
"air",8
"alright",8
"base",8
"built",8
"choo",8
"clear",8
"coupl",8
"current",8
"day",8
"doesn",8
"enjoy",8
"enough",8
"entir",8
"everybodi",8
"everyon",8
"expect",8
"far",8
"fight",8
"friend",8
"guy",8
"hear",8
"high",8
"integr",8
"interfac",8
"larg",8
"mind",8
"notic",8
"opportun",8
"perfect",8
"perform",8
"player",8
"porg",8
"quick",8
"relev",8
"servic",8
"shoot",8
"small",8
"surround",8
"tap",8
"target",8
"technic",8
"word",8
"yesterday",8
"abil",7
"access",7
"android",7
"announc",7
"api",7
"area",7
"artifici",7
"ask",7
"basic",7
"beyond",7
"big",7
"button",7
"car",7
"chop",7
"common",7
"demo",7
"distanc",7
"easili",7
"effect",7
"engin",7
"featur",7
"forc",7
"free",7
"hit",7
"line",7
"man",7
"microsoft",7
"motion",7
"nice",7
"number",7
"often",7
"outsid",7
"particular",7
"pillar",7
"preci",7
"program",7
"recent",7
"second",7
"side",7
"signal",7
"standard",7
"support",7
"tabl",7
"team",7
"turn",7
"valu",7
"yeah",7
"year",7
"album",6
"anchor",6
"appear",6
"appl",6
"appli",6
"artist",6
"attent",6
"collabor",6
"creativ",6
"definit",6
"disney",6
"draw",6
"enabl",6
"end",6
"enhanc",6
"express",6
"fall",6
"financ",6
"flip",6
"floor",6
"generat",6
"hey",6
"idea",6
"input",6
"instead",6
"kelsey",6
"layer",6
"lead",6
"leap",6
"leav",6
"limit",6
"may",6
"movi",6
"necessarili",6
"order",6
"pick",6
"planet",6
"pose",6
"problem",6
"process",6
"qualiti",6
"quit",6
"realist",6
"research",6
"saber",6
"saw",6
"sensor",6
"simul",6
"skill",6
"solut",6
"soon",6
"stori",6
"superpow",6
"switch",6
"tech",6
"wall",6
"walter",6
"wear",6
"well",6
"wonder",6
"activ",5
"actor",5
"addit",5
"align",5
"anim",5
"architectur",5
"art",5
"capabl",5
"care",5
"charact",5
"chess",5
"closer",5
"comfort",5
"continu",5
"cube",5
"delight",5
"deliv",5
"depth",5
"detect",5
"disappear",5
"discov",5
"display",5
"dynam",5
"eric",5
"espresso",5
"estim",5
"ever",5
"explain",5
"fact",5
"familiar",5
"film",5
"finger",5
"fish",5
"fit",5
"four",5
"frustrat",5
"full",5
"gestur",5
"god",5
"hard",5
"immedi",5
"insid",5
"keep",5
"last",5
"later",5
"left",5
"maintain",5
"manipul",5
"mario",5
"market",5
"mix",5
"mon",5
"obvious",5
"okay",5
"optic",5
"option",5
"overlay",5
"paint",5
"pair",5
"plan",5
"plant",5
"pokemon",5
"posit",5
"potenti",5
"print",5
"probabl",5
"properti",5
"question",5
"realiz",5
"relea",5
"rememb",5
"result",5
"save",5
"school",5
"sit",5
"sketch",5
"someon",5
"sometim",5
"spatial",5
"text",5
"though",5
"throw",5
"touch",5
"uniqu",5
"versus",5
"weird",5
"within",5
"adopt",4
"advanc",4
"anna",4
"anybodi",4
"anywh",4
"ball",4
"battl",4
"beast",4
"becom",4
"begin",4
"blind",4
"board",4
"bodi",4
"break",4
"busi",4
"cardboard",4
"communic",4
"construct",4
"consum",4
"contact",4
"corner",4
"crop",4
"darth",4
"deci",4
"dot",4
"drive",4
"ear",4
"easier",4
"element",4
"elli",4
"everyday",4
"exponenti",4
"extend",4
"fast",4
"favorit",4
"filter",4
"flow",4
"follow",4
"framework",4
"function",4
"galleri",4
"general",4
"globe",4
"groundbreak",4
"guid",4
"half",4
"happi",4
"hardwar",4
"healthcar",4
"hollow",4
"holo",4
"holograph",4
"improv",4
"incorpor",4
"incr",4
"innov",4
"insert",4
"instruct",4
"involv",4
"iphon",4
"isn",4
"known",4
"land",4
"lesson",4
"listen",4
"local",4
"love",4
"luke",4
"mental",4
"mention",4
"middl",4
"miss",4
"mode",4
"offic",4
"onboard",4
"opposit",4
"partner",4
"past",4
"plea",4
"post",4
"practic",4
"purpo",4
"push",4
"reason",4
"remot",4
"reson",4
"rotat",4
"scan",4
"scienc",4
"simpli",4
"social",4
"solv",4
"son",4
"sorri",4
"sourc",4
"stick",4
"stop",4
"strang",4
"street",4
"style",4
"subscrib",4
"sun",4
"suppo",4
"swipe",4
"synchron",4
"thought",4
"total",4
"tradit",4
"tree",4
"tremend",4
"visit",4
"voic",4
"volumetr",4
"wait",4
"whatev",4
"wow",4
"yet",4
"accur",3
"across",3
"advantag",3
"aim",3
"along",3
"altern",3
"although",3
"amount",3
"angl",3
"arrang",3
"array",3
"assum",3
"asymmetr",3
"attach",3
"attack",3
"authent",3
"awar",3
"awesom",3
"background",3
"behavior",3
"believ",3
"best",3
"blade",3
"bloobi",3
"blow",3
"boat",3
"book",3
"bottom",3
"boundari",3
"brand",3
"brick",3
"brought",3
"captur",3
"card",3
"cast",3
"caus",3
"certain",3
"chair",3
"circl",3
"close",3
"cognit",3
"color",3
"come",3
"communiti",3
"compani",3
"contextu",3
"convey",3
"coordin",3
"correct",3
"costum",3
"cover",3
"creation",3
"critic",3
"cute",3
"demonstr",3
"depend",3
"describ",3
"detail",3
"didn",3
"difficult",3
"dinosaur",3
"distract",3
"easi",3
"edg",3
"edit",3
"educ",3
"either",3
"encourag",3
"energi",3
"error",3
"escap",3
"essenti",3
"estat",3
"etc",3
"extern",3
"extrem",3
"face",3
"fed",3
"file",3
"fill",3
"final",3
"fix",3
"forest",3
"frame",3
"freedom",3
"furnitur",3
"futur",3
"gave",3
"gear",3
"given",3
"global",3
"glue",3
"goe",3
"heard",3
"heart",3
"hello",3
"hidden",3
"highlight",3
"hold",3
"homeown",3
"hope",3
"hor",3
"huge",3
"huh",3
"illustr",3
"impact",3
"individu",3
"industri",3
"inspir",3
"instagram",3
"instant",3
"intellig",3
"join",3
"journey",3
"jump",3
"jungl",3
"kid",3
"kinda",3
"kitchen",3
"lab",3
"like",3
"liter",3
"luca",3
"main",3
"mainten",3
"manag",3
"marker",3
"mass",3
"matter",3
"maul",3
"maxim",3
"measur",3
"mechan",3
"media",3
"medium",3
"menu",3
"million",3
"monster",3
"multi",3
"navion",3
"network",3
"noi",3
"one",3
"orient",3
"page",3
"patient",3
"pattern",3
"persist",3
"pet",3
"plastic",3
"platform",3
"plus",3
"pok",3
"popul",3
"presenc",3
"public",3
"rang",3
"realar",3
"recogn",3
"record",3
"reduc",3
"reign",3
"relationship",3
"remain",3
"remov",3
"reticl",3
"role",3
"ruler",3
"secret",3
"self",3
"sever",3
"shadow",3
"shape",3
"short",3
"shot",3
"similar",3
"sinc",3
"sirt",3
"slideshow",3
"smart",3
"solar",3
"spend",3
"stage",3
"strateg",3
"stretch",3
"stuck",3
"student",3
"studi",3
"subtl",3
"sudden",3
"sync",3
"tenni",3
"test",3
"tini",3
"told",3
"travel",3
"ultim",3
"unlock",3
"wanna",3
"weight",3
"whi",3
"whoa",3
"window",3
"zero",3
"abhishek",2
"absolut",2
"accord",2
"accuraci",2
"adapt",2
"afford",2
"afraid",2
"age",2
"agent",2
"alicia",2
"almost",2
"annot",2
"annoy",2
"answer",2
"anyth",2
"apart",2
"appar",2
"applaus",2
"architect",2
"aren",2
"arkit",2
"armi",2
"arriv",2
"aspect",2
"aspir",2
"audienc",2
"autom",2
"avoid",2
"axe",2
"bad",2
"bake",2
"balanc",2
"basketb",2
"becam",2
"behind",2
"bend",2
"bigger",2
"bird",2
"blank",2
"bluetooth",2
"bottl",2
"bridg",2
"brien",2
"brother",2
"buddi",2
"bunch",2
"buy",2
"bye",2
"cae",2
"carri",2
"central",2
"chanc",2
"channel",2
"chewbacca",2
"chich",2
"chichen",2
"childhood",2
"choic",2
"classic",2
"classroom",2
"clip",2
"colli",2
"command",2
"comment",2
"companion",2
"complex",2
"concert",2
"confus",2
"couldn",2
"countri",2
"crazi",2
"crime",2
"cue",2
"curious",2
"dad",2
"daili",2
"danger",2
"darker",2
"databa",2
"deeper",2
"deepli",2
"determin",2
"dev",2
"dii",2
"door",2
"dramat",2
"dress",2
"driven",2
"eager",2
"eater",2
"effici",2
"electron",2
"email",2
