"","V1","V3","V5","V4","V2","V3.1","V5.1","V4.1","V2.1","V1.1","V4.2","V5.2","V2.2","V5.3","V5.4","V3.2","V2.3","V3.3","V1.2","V2.4","V4.3","V5.5","V5.6","V1.3","V4.4","V4.5","V5.7","V3.4","V4.6","V2.5","V5.8","V4.7","V4.8","V1.4","V1.5","V1.6","V5.9","V1.7","V5.10","V1.8","V2.6","V1.9","V5.11","V1.10","V1.11","V4.9","V5.12","V1.12","V4.10","V4.11","V4.12","V1.13","V1.14","V5.13","V1.15","V2.7","V5.14","V1.16","V5.15","V4.13"
"1",2.08090844570617,2.14505494505494,2.60869565217391,1.2603550295858,11.0419161676647,1.99482631189948,1.15,1.19587628865979,9.44827586206897,1.13026819923372,1.36,1.1010101010101,9.16504854368932,3.0952380952381,1.36428571428571,1.00260804769001,3.3356504468719,1.17344753747323,1.10759493670886,1.32,5.80434782608696,1.49302325581395,2.775,1.5,1.57142857142857,1.33333333333333,1.91126620139581,2.8431860609832,4.63829787234043,7.01985559566787,2.7124394184168,1.02159827213823,5.63414634146341,1.72093023255814,1.1,3.60846560846561,1.37372013651877,11.9204545454545,1.25783972125436,3.34628975265018,2.15037593984962,1.45053868756121,1.78571428571429,4.11111111111111,1.1,2.01960784313725,1.34013605442177,7.46724890829694,2.67951127819549,1.32517482517483,6.54775280898876,9.45871559633028,1.1,1.34343434343434,4.52182163187856,1.11111111111111,3.1437125748503,2.43333333333333,2.75,7.02979274611399
