"","V2","V1","V2.1","V1.1","V2.2","V1.2","V2.3","V1.3","V2.4","V5","V2.5","V5.1","V5.2","V4","V5.3"
"1",1.5405872193437,3.54285714285714,1.13971539456662,5.33333333333333,1.48363095238095,6.46296296296296,1.656,1.62176165803109,1.87800687285223,1.0530035335689,1.91388400702988,7.3006993006993,9.96581196581197,4.99047619047619,19.4181818181818
