"","V4","V3","V4.1","V3.1","V4.2","V3.2","V4.3","V3.3","V4.4","V3.4","V4.5","V3.5","V3.6","V2","V3.7"
"1",1.36995515695067,9.33870967741936,1.3677639046538,7.096875,1.19157472417252,6.43266475644699,1.13913043478261,6.90095846645367,1.08234217749314,7.04362416107383,1.08356290174472,1.46551724137931,1.12178387650086,1.58301526717557,1.41760299625468
