"","V1","V5","V5.1","V2","V2.1","V2.2","V2.3","V1.1","V1.2","V1.3","V1.4","V5.2","V5.3","V1.5","V2.4","V4","V5.4","V1.6","V5.5","V4.1","V5.6","V5.7","V1.7","V2.5","V1.8","V2.6","V1.9","V3","V1.10","V1.11","V5.8","V4.2","V5.9","V5.10","V1.12","V2.7","V1.13","V1.14","V1.15","V1.16","V2.8","V5.11","V5.12","V5.13","V4.3","V5.14","V5.15","V3.1","V2.9","V1.17","V1.18","V1.19","V2.10","V5.16","V5.17","V5.18","V2.11","V2.12"
"1",2.01379310344828,1.86666666666667,1.25,3.99038461538462,1.3125,1.38461538461538,2.00739644970414,1.12903225806452,1.83333333333333,2.875,1.7027027027027,1.2,1.02040816326531,1.26829268292683,5.895,2.12841530054645,2.11764705882353,1.14795918367347,3.71794871794872,1.02173913043478,1.42105263157895,1,3.95204262877442,1.32558139534884,1.51111111111111,4.05882352941176,3,1.20821114369501,3.64516129032258,1.81944444444444,1,1.06451612903226,1.33653846153846,1.125,1.15,2.96774193548387,2.90625,1.67567567567568,2.5,1.17391304347826,1.72413793103448,5.08139534883721,1.04054054054054,1.28169014084507,1.05555555555556,1,6.73529411764706,1.14,3.04672897196262,1.04313725490196,1.0948275862069,1.07692307692308,7.77464788732394,1,4.44,1.94444444444444,1.01587301587302,5.02083333333333
