"","V5","V3","V2","V1","V1.1","V4","V5.1","V4.1","V5.2","V5.3","V4.2","V5.4","V1.2","V2.1","V5.5","V5.6","V3.1","V1.3","V2.2","V2.3","V4.3","V1.4","V4.4","V5.7","V3.2","V5.8","V1.5","V4.5","V2.4","V5.9","V2.5","V1.6","V5.10","V5.11","V5.12","V1.7","V2.6","V4.6","V5.13","V5.14","V1.8","V1.9","V5.15","V5.16","V2.7","V5.17","V1.10","V3.3","V4.7","V5.18","V1.11","V4.8","V2.8","V1.12","V1.13","V2.9","V5.19","V2.10","V5.20","V5.21","V5.22","V1.14","V1.15","V1.16","V1.17","V4.9","V2.11","V4.10","V2.12","V2.13","V5.23","V5.24","V4.11","V1.18","V1.19","V5.25","V1.20","V1.21","V2.14","V3.4","V2.15","V1.22","V3.5","V5.26","V2.16","V4.12","V4.13","V5.27","V4.14","V4.15","V2.17","V2.18","V1.23","V5.28","V4.16","V4.17","V1.24","V5.29","V4.18","V2.19","V5.30","V1.25","V2.20","V5.31","V5.32","V3.6","V2.21","V5.33","V5.34","V5.35","V1.26","V1.27","V5.36","V3.7","V5.37","V2.22","V3.8","V5.38","V5.39","V4.19","V5.40","V5.41","V1.28","V3.9","V1.29","V2.23","V4.20","V2.24","V4.21","V5.42"
"1",1.57142857142857,1.35643564356436,3.12307692307692,1.12328767123288,1.15267175572519,1.17,1.43396226415094,5.38636363636364,4.35714285714286,1,2.46428571428571,2.40579710144927,2.5,1.02272727272727,2.125,2.27173913043478,1.11764705882353,1.18867924528302,2.58064516129032,1.66666666666667,1.72058823529412,1.67741935483871,1,1.39247311827957,1.0065963060686,1.10714285714286,1.65151515151515,1.1304347826087,1.06944444444444,1.53846153846154,1.05263157894737,1.18670886075949,1.34375,1.18518518518519,1,1.03260869565217,2.42448979591837,5.01324503311258,1.05882352941176,1,4.38461538461538,1.68085106382979,1.41825095057034,1.50649350649351,2.03543307086614,1,2.17829457364341,1.72043010752688,1.62841530054645,1.61111111111111,1.46666666666667,3.94444444444444,1.35809018567639,1.40350877192982,1.34240924092409,1.13461538461538,1,1.04545454545455,3.03724928366762,1,1.16666666666667,1.025,2.2,1.01293103448276,1.30882352941176,4.68534482758621,2.38034188034188,1.75462962962963,1.07692307692308,1.28246753246753,1,1.47670250896057,1.905,1.71929824561404,1.09756097560976,1.08974358974359,1.88333333333333,1.12820512820513,1.0377358490566,3.87755102040816,1.45833333333333,1.38709677419355,1.88942307692308,2.24561403508772,1.42261904761905,4.34328358208955,1.5531914893617,1.35714285714286,1.28125,1.125,1.53061224489796,1.23870967741935,1.92592592592593,1,2.5,1.2962962962963,1.19444444444444,1.50561797752809,2.51,1.44360902255639,1.34375,1.29310344827586,1.06896551724138,1.645,1,1.4280303030303,3.1375,2.20245398773006,2.32530120481928,1.07042253521127,1.80281690140845,1.0952380952381,1,9.65,3.28306878306878,2.02362204724409,1.7,1,1.26086956521739,1.25925925925926,1.25806451612903,3.85,1.04347826086957,1.36551724137931,1.54054054054054,2.62105263157895,1.825,1.5632183908046,1.64,2.26865671641791
