"","V4","V2","V4.1","V4.2","V4.3","V1","V4.4","V5","V1.1","V4.5","V5.1","V4.6","V5.2","V4.7","V4.8","V1.2","V5.3","V4.9","V5.4","V5.5","V2.1","V5.6","V5.7","V1.3","V1.4","V2.2","V4.10","V2.3","V5.8","V1.5","V1.6","V5.9","V4.11","V2.4","V4.12","V4.13","V5.10","V2.5","V4.14","V4.15","V5.11","V5.12","V4.16","V4.17","V5.13","V4.18","V5.14","V2.6","V5.15","V2.7","V5.16","V2.8","V5.17","V5.18","V3","V4.19","V4.20","V5.19","V1.7","V2.9","V2.10","V5.20","V4.21","V2.11","V4.22","V5.21","V5.22","V2.12","V5.23","V4.23","V4.24","V2.13","V2.14","V5.24","V5.25","V4.25","V4.26","V5.26","V5.27","V1.8","V5.28","V5.29","V2.15","V2.16","V4.27","V2.17","V2.18","V2.19","V2.20","V5.30","V4.28","V5.31","V4.29","V4.30","V2.21","V5.32","V4.31","V1.9","V2.22","V4.32","V4.33","V5.33","V5.34","V4.34","V4.35","V2.23","V4.36","V4.37","V4.38","V4.39","V4.40","V5.35","V4.41","V1.10","V1.11","V5.36","V2.24","V4.42","V2.25","V2.26","V4.43","V1.12","V2.27","V4.44","V2.28","V4.45","V2.29","V4.46","V5.37","V4.47"
"1",2.97272727272727,10.9051094890511,1.04433497536946,1.08536585365854,3.29139072847682,1.23076923076923,2.59649122807018,1.07805907172996,1.01639344262295,1.1,1.02898550724638,1.51807228915663,4.11,2,2.01680672268908,1.311004784689,3,1.15873015873016,1.15,1.98181818181818,1.11965811965812,3,1.84210526315789,5.72200772200772,5.75491480996068,2.83870967741935,1.29357798165138,1.23076923076923,1.54545454545455,1.58333333333333,1.15,1.21866666666667,1.7906976744186,1.953125,1.1,1.57894736842105,4.03872053872054,1.26155878467635,1.44444444444444,1.1,1.10331384015595,2.46835443037975,2.05898123324397,1.67241379310345,1.29013539651838,1.1,2.29418742586002,18.68125,1.13758389261745,2.10344827586207,2.88636363636364,1.28169014084507,7.306640625,2.025,19.159803318992,2.40677966101695,1.1,2.34782608695652,1.26981132075472,6.09016393442623,1.5,2,1.18181818181818,1.38297872340426,1.49438202247191,1.92640294388224,6.47755834829443,1.53298153034301,2.42857142857143,1.83037974683544,1.1,3.63592233009709,3.51443569553806,3.21428571428571,1.37777777777778,4.6,1.07079646017699,1.43181818181818,2.07272727272727,1.60131578947368,1.77142857142857,5.20413436692506,3.83715012722646,1.375,1.36820083682008,1.12027491408935,1.3013698630137,2.86842105263158,3.26829268292683,2.13333333333333,1.18666666666667,3.83333333333333,2.11538461538461,1.1,2.57714285714286,1.42857142857143,1.55813953488372,2.64179104477612,3.06241699867198,1.84895833333333,2.74418604651163,7.46444444444444,1.06451612903226,1.45592705167173,1.1,5.70557029177719,1.66932270916335,2.27298050139276,1.82901554404145,1.57894736842105,1.1484375,3.21739130434783,1.1,7.43177892918826,1.48751007252216,2.90272373540856,2.58823529411765,1.1,1.01724137931034,3.17647058823529,1.74358974358974,1.11317254174397,2.29166666666667,2.46969696969697,1.7280701754386,1.67871485943775,1.24657534246575,2.38970588235294,1.21951219512195,1.55263157894737
