"","V4","V2","V5","V1","V1.1","V3","V1.2","V2.1","V1.3","V1.4","V2.2","V1.5"
"1",1.37037037037037,1.70192307692308,1.20588235294118,1.83333333333333,1.23076923076923,1.3,1.01754385964912,1.18181818181818,1.68421052631579,1.25,1.14814814814815,1.44
