"","V3","V3.1","V3.2","V2","V3.3","V3.4","V4","V5","V3.5","V5.1","V3.6","V4.1","V3.7","V4.2","V5.2","V4.3","V3.8","V4.4","V2.1","V1","V4.5","V3.9","V2.2","V4.6","V4.7","V5.3","V4.8","V4.9","V4.10","V4.11","V2.3","V1.1","V1.2","V5.4","V2.4","V4.12","V1.3","V2.5","V3.10","V2.6","V1.4","V2.7","V2.8","V1.5","V2.9","V2.10","V2.11","V1.6","V2.12","V1.7","V4.13","V2.13","V2.14","V5.5","V1.8","V5.6","V1.9","V2.15","V2.16","V2.17","V4.14","V1.10","V5.7","V2.18","V3.11","V2.19","V1.11","V2.20","V1.12","V4.15","V2.21","V5.8","V3.12","V2.22","V4.16","V4.17","V3.13","V5.9","V2.23","V4.18","V2.24","V2.25","V4.19","V4.20","V2.26","V1.13","V1.14","V3.14","V3.15","V2.27","V4.21","V4.22","V4.23","V4.24","V2.28","V2.29","V2.30","V2.31","V4.25","V1.15","V2.32","V1.16","V4.26","V4.27","V1.17","V2.33","V3.16","V2.34","V4.28","V3.17","V4.29","V3.18","V4.30","V5.10","V1.18","V5.11","V2.35","V2.36","V3.19","V2.37","V4.31","V3.20","V3.21","V1.19","V1.20","V2.38","V1.21","V1.22","V4.32","V2.39","V2.40","V3.22","V2.41","V2.42","V4.33"
"1",1.84615384615385,1.07476635514019,1.91891891891892,1.23711340206186,1.26699029126214,1.33333333333333,1.67741935483871,1,1,3.36111111111111,9.16129032258065,2,1.06060606060606,1.1038961038961,2.66451612903226,1.38613861386139,1.58620689655172,3.17037037037037,1.07142857142857,1.21951219512195,1,1.09090909090909,1.02298850574713,1.68181818181818,1.12121212121212,1,1.17073170731707,1.05405405405405,3.8,1.30555555555556,2.74677002583979,1.16788321167883,1.34375,1.7,1.68932038834951,1.5625,1.92737430167598,1.53333333333333,1.32558139534884,2.79389312977099,1.13461538461538,1.24630541871921,1.54285714285714,1.625,2.16637478108581,1.96296296296296,1.46666666666667,1.48305084745763,1.83333333333333,1.16666666666667,4.3,1,1.27329192546584,1.175,1.34782608695652,1.48717948717949,2.58227848101266,1.81578947368421,1.90163934426229,1.15384615384615,1.11111111111111,1.24074074074074,1.39814814814815,1.36363636363636,1.2,1.28947368421053,1.25,1.20833333333333,1.7125,1.14285714285714,1.075,1.0594315245478,1.06451612903226,1.00606060606061,1.0462962962963,1.01587301587302,1.5,1.75,4.05405405405405,1.67924528301887,1.26666666666667,1.83516483516484,1.21782178217822,1.14634146341463,1.2,3.25174825174825,1.08333333333333,1.03921568627451,1.84210526315789,1.1,2.49056603773585,1.65217391304348,1.56756756756757,1.58064516129032,4.71621621621622,1.37931034482759,1.02631578947368,1.83886255924171,1.34181818181818,3.28977272727273,1.19191919191919,4.69791666666667,1.5,1.71559633027523,1.1219512195122,1.72222222222222,1.63888888888889,3,2.36,1.30769230769231,1.14285714285714,1.53658536585366,1.17307692307692,1,3.87096774193548,2.25,1.15315315315315,2.25454545454545,1.35955056179775,1.38461538461538,1.26530612244898,1.13513513513514,1.14285714285714,5.75,1.35087719298246,1.3030303030303,1.24038461538462,1.13636363636364,1.64285714285714,2.12121212121212,1.22222222222222,1.23529411764706,2.72727272727273,1.11162790697674,1.24242424242424
