"","V4","V1","V4.1","V1.1","V4.2","V1.2","V1.3","V2","V4.3","V1.4","V4.4","V2.1","V4.5","V1.5","V2.2","V5","V1.6","V3","V4.6","V3.1","V1.7","V5.1","V5.2","V2.3","V3.2","V2.4","V1.8","V3.3","V2.5","V3.4","V3.5","V3.6","V2.6","V2.7","V3.7","V3.8","V2.8","V4.7","V4.8","V4.9","V4.10","V1.9","V1.10","V2.9","V1.11","V1.12","V1.13","V3.9","V4.11","V4.12","V5.3","V5.4","V3.10","V1.14","V2.10","V3.11","V3.12","V1.15","V4.13","V1.16","V2.11","V3.13","V1.17","V5.5","V1.18","V3.14","V3.15","V4.14","V3.16","V1.19","V1.20","V1.21","V1.22","V3.17","V5.6","V1.23","V4.15","V1.24","V4.16","V3.18","V3.19","V1.25","V2.12","V2.13","V1.26","V2.14","V3.20","V5.7","V1.27","V3.21","V3.22","V3.23","V2.15","V1.28","V4.17","V1.29","V1.30","V4.18","V3.24","V3.25","V1.31","V2.16","V1.32","V3.26","V3.27","V1.33","V4.19","V1.34","V1.35","V5.8","V3.28","V1.36","V3.29","V2.17","V2.18","V4.20","V1.37","V1.38","V1.39","V1.40","V3.30","V4.21","V4.22","V3.31","V3.32","V1.41","V2.19","V4.23","V2.20","V4.24","V4.25","V1.42","V4.26","V3.33","V1.43"
"1",1.06944444444444,1.08695652173913,2.57746478873239,2.175,1.01532567049808,1.04166666666667,1.96153846153846,1.1,1.36666666666667,4.48760330578512,1.01760563380282,1.94,1.97142857142857,1.15294117647059,6.57869249394673,3.63928571428571,1.56521739130435,1.09345794392523,1,2.92,2,1.39583333333333,2.53932584269663,1.18918918918919,2.05405405405405,1.1,1.75,2.41025641025641,2.01619433198381,1.1063829787234,1.00940733772342,3.26875,1.13953488372093,9.47058823529412,1.29310344827586,1.335,3.38840579710145,13.0434782608696,1.23245614035088,2.68579234972678,1.13559322033898,1.61133069828722,1.53703703703704,1.74358974358974,1.32174616006467,1.35849056603774,1.78787878787879,1.33142857142857,3.38636363636364,1.19047619047619,2.16279069767442,2.18181818181818,1.10243902439024,1.74468085106383,10.5193548387097,1.18620689655172,1.75980392156863,1.39130434782609,10.1379310344828,2.25925925925926,1.375,1.93283582089552,2.85430463576159,28.1333333333333,1.1,1.18367346938776,1.13333333333333,1.27586206896552,1.67153284671533,1.875,2.76744186046512,2.14390243902439,1.36363636363636,3.98795180722892,2.72566371681416,1.375,1.55769230769231,1.73809523809524,3.54266666666667,1.61423220973783,1.21052631578947,1.05389221556886,1.89837398373984,1.14893617021277,1.58333333333333,1.50537634408602,1.30769230769231,3.11320754716981,1.28571428571429,1,1.27272727272727,1.23684210526316,1.08620689655172,1.63265306122449,2.32664756446991,1.625,2.07692307692308,12.3788659793814,1.15989159891599,1.37823834196891,2.09322033898305,2.30487804878049,1.57894736842105,1.98395721925134,1.8695652173913,1.93548387096774,1.22457627118644,1.55140186915888,1.40677966101695,2.43137254901961,1.125,2.25396825396825,1.75409836065574,1.1,1.575,1.19444444444444,2.4921875,1.36290322580645,5.18181818181818,1.02777777777778,1.2741935483871,1.47619047619048,1.20833333333333,5.86956521739131,4.98701298701299,1.93023255813953,1.2093023255814,1.16,1.47826086956522,11.2952380952381,1.32727272727273,1.0952380952381,1.71666666666667,2.92887029288703,2.29268292682927
