"","V1","V5","V1.1","V4","V1.2","V3","V4.1","V4.2","V4.3","V4.4","V5.1","V5.2","V4.5","V4.6","V1.3","V4.7","V5.3","V4.8","V4.9","V2","V1.4","V3.1","V3.2","V4.10","V2.1","V4.11","V4.12","V5.4","V4.13","V4.14","V4.15","V1.5","V4.16","V1.6","V3.3","V1.7","V1.8","V1.9"
"1",1.33333333333333,1.86538461538462,1.03448275862069,1.55,1.15151515151515,1.07692307692308,1.05,2.28813559322034,1.20689655172414,1.22826086956522,1.1875,1.18032786885246,1.27407407407407,1.21428571428571,1.65217391304348,1,1.36363636363636,1,1.16,1.09090909090909,1.09302325581395,1.05454545454545,1.17857142857143,1.03333333333333,1.5,1.54545454545455,1.4468085106383,1.57142857142857,1.35714285714286,1.43529411764706,1.30232558139535,1.675,1.37606837606838,2.02380952380952,1.29411764705882,1.06666666666667,1.77358490566038,1.02272727272727
