"","V2","V2.1","V5","V2.2","V5.1","V5.2","V5.3","V5.4","V3","V3.1","V1","V1.1","V3.2","V1.2","V4","V5.5","V2.3","V5.6","V1.3","V1.4","V3.3","V4.1","V4.2","V5.7","V5.8","V5.9","V1.5","V3.4","V3.5","V3.6","V3.7","V2.4","V3.8","V4.3","V5.10","V5.11","V4.4","V3.9"
"1",2.13888888888889,5.87628865979381,2.52222222222222,1.96774193548387,3.28947368421053,1.42857142857143,4.52380952380952,2.88148148148148,2.02857142857143,3.05309734513274,1.78947368421053,4.93055555555556,1.37790697674419,2.72549019607843,1.13157894736842,1.1,6.36666666666667,1.18181818181818,3.83448275862069,1.08333333333333,2.08510638297872,1.94827586206897,1.03030303030303,6.48387096774194,4.61666666666667,5.41176470588235,2.70588235294118,1.43939393939394,3.32631578947368,2.31147540983607,3.92857142857143,3.21393034825871,1.8944099378882,1.07058823529412,3.43181818181818,3.625,15.0460992907801,2.06666666666667
