"","x"
"servic",151
"busi",115
"serv",104
"presid",98
"offic",94
"execut",92
"vice",81
"includ",78
"solut",78
"financ",67
"chief",66
"compani",62
"dxc",59
"csc",57
"manag",56
"provid",54
"oper",51
"market",48
"tax",48
"year",48
"client",47
"term",47
"digit",46
"fiscal",46
"custom",45
"global",45
"offer",40
"report",40
"technolog",38
"corpor",37
"asset",36
"inc",36
"industri",36
"inform",36
"join",36
"prior",36
"account",35
"chang",35
"merger",35
"cost",32
"director",31
"result",31
"march",30
"sale",30
"competit",29
"end",29
"gener",29
"million",29
"segment",29
"capit",28
"cash",28
"enterpri",28
"may",28
"public",28
"transform",28
"environ",27
"patent",27
"softwar",27
"contract",26
"experi",26
"help",26
"addit",25
"complet",25
"applic",24
"base",24
"cloud",24
"estim",24
"hpes",24
"lawri",24
"use",24
"indefinit",23
"perform",23
"secur",23
"senior",23
"valu",23
"board",22
"loan",22
"note",22
"partner",22
"revenu",22
"sinc",22
"acquisit",21
"govern",21
"plan",21
"previous",21
"princip",21
"rate",21
"relat",21
"sell",21
"system",21
"due",20
"infrastructur",20
"liabil",20
"posit",20
"saleh",20
"various",20
"control",19
"develop",19
"product",19
"risk",19
"certain",18
"counsel",18
"futur",18
"incom",18
"oblig",18
"portfolio",18
"protect",18
"see",18
"materi",17
"period",17
"sec",17
"abil",16
"agreement",16
"condit",16
"expect",16
"lead",16
"price",16
"signif",16
"across",15
"bank",15
"committ",15
"credit",15
"current",15
"deckelman",15
"deliv",15
"form",15
"integr",15
"payment",15
"requir",15
"resourc",15
"consid",14
"facil",14
"hold",14
"invest",14
"long",14
"mobil",14
"parti",14
"state",14
"usp",14
"analyt",13
"approxim",13
"april",13
"assumpt",13
"combin",13
"commerci",13
"determin",13
"employ",13
"factor",13
"focus",13
"held",13
"impact",13
"licen",13
"matur",13
"obtain",13
"process",13
"separ",13
"specif",13
"subject",13
"technic",13
"unit",13
"accel",12
"avail",12
"euro",12
"fair",12
"follow",12
"human",12
"improv",12
"increa",12
"intellectu",12
"interest",12
"manna",12
"mason",12
"respon",12
"sector",12
"stock",12
"support",12
"time",12
"total",12
"trade",12
"websit",12
"annual",11
"benefit",11
"chairman",11
"direct",11
"earn",11
"econom",11
"file",11
"foreign",11
"independ",11
"innov",11
"perspecta",11
"privat",11
"strateg",11
"transact",11
"workplac",11
"arrang",10
"billion",10
"countri",10
"decemb",10
"deliveri",10
"judgment",10
