"","V1"
"0001045810-10-000006_Risk.txt",3
"0001045810-11-000015_Risk.txt",4
"0001045810-12-000013_Risk.txt",4
"0001045810-13-000008_Risk.txt",1
"0001045810-14-000030_Risk.txt",2
