"","V3","V2","V2.1","V2.2","V2.3","V5","V4","V3.1","V2.4","V5.1","V1","V5.2","V1.1","V3.2","V5.3","V5.4","V1.2","V1.3","V2.5","V2.6","V4.1","V2.7","V4.2","V1.4","V1.5","V3.3","V5.5","V1.6","V1.7","V4.3","V2.8","V1.8","V2.9","V2.10","V4.4","V5.6","V5.7","V2.11","V2.12","V2.13","V2.14","V2.15","V2.16","V3.4","V3.5","V2.17","V2.18","V1.9","V1.10","V2.19","V5.8","V2.20","V2.21","V2.22","V2.23","V2.24","V2.25","V1.11","V4.5","V4.6","V2.26","V3.6","V5.9","V1.12","V3.7","V1.13","V1.14","V2.27","V2.28","V2.29","V3.8","V2.30","V2.31","V2.32","V1.15","V4.7","V1.16","V3.9","V3.10","V3.11","V2.33","V4.8","V1.17","V3.12","V5.10","V4.9","V4.10","V4.11","V2.34","V3.13","V3.14","V2.35","V1.18","V3.15","V2.36","V5.11","V2.37","V1.19","V2.38","V3.16","V5.12","V4.12","V2.39","V2.40","V3.17","V3.18","V2.41","V2.42","V2.43","V2.44","V2.45","V1.20","V1.21","V1.22","V2.46","V2.47","V2.48","V4.13","V2.49","V2.50","V2.51","V2.52","V5.13","V2.53","V1.23","V5.14","V5.15","V3.19","V2.54","V2.55","V3.20","V5.16","V3.21","V2.56","V2.57","V5.17","V2.58","V5.18","V3.22"
"1",1.24183006535948,2.21538461538462,2.54794520547945,2.34765625,1.8018018018018,4.01376146788991,2.65777777777778,1.57918552036199,1.74576271186441,2.39787798408488,5.96153846153846,2.86842105263158,1.24334600760456,1.01459854014599,1.025,8.35046728971963,1.55984555984556,1.5,2.00840336134454,3.21052631578947,1.00552486187845,3.07539682539683,3.24697336561743,2.00934579439252,1.1,1.10958904109589,1.89444444444444,1.44036697247706,1.5,23.5304347826087,2.02857142857143,1.8,1.64864864864865,3.59090909090909,2.25174825174825,1.45833333333333,3.10714285714286,1.97,2.36986301369863,1.59259259259259,2.11538461538462,3,1.44444444444444,1.81422924901186,2.8375,1.29166666666667,1.56923076923077,1.95238095238095,3.66403162055336,1.56709956709957,3.40804597701149,4.15333333333333,2.58064516129032,1.17948717948718,3.24137931034483,2.00869565217391,1.90322580645161,1.19875776397516,1.1,3.4527027027027,1.016,2.33333333333333,1.5,3.51315789473684,1.7239263803681,2.6046511627907,5.7910447761194,2.59649122807018,2.81914893617021,3.33333333333333,5.47552447552447,2.53164556962025,3.46846846846847,7.02222222222222,1.12698412698413,1.4198250728863,1.1,1.1,1.1,1.1,3.38095238095238,3.60377358490566,1.1,1.87700534759358,3.38853503184713,2.54545454545455,1.1,10.9845360824742,1.12189781021898,14.7659574468085,1.48,5.16901408450704,4.24137931034483,11.4426229508197,1.1,1.25443786982249,1.88,1.1,1,5.73267326732673,3.25925925925926,30.3157894736842,2.04089219330855,1.78260869565217,1.66898954703833,1.2029520295203,3.38095238095238,3.46376811594203,1.14794007490637,1.92929292929293,2.80503144654088,1.1,1.65094339622642,1.11072664359862,4.5,3.31531531531532,2.5,2.45348837209302,1.45679012345679,1.125,3.43382352941176,1.48333333333333,1.08064516129032,1.57522123893805,1.8135593220339,1.7431906614786,1.43152454780362,1.51461988304094,3.53333333333333,2.02469135802469,4.34806629834254,2.89887640449438,2.19259259259259,1.36140350877193,1.87037037037037,1.54285714285714,1.37443946188341,2.55208333333333,2.97872340425532
