"","V1"
"Youtube Corpus-o9AhIz1uvo.txt",3
"Youtube Corpus-ZNEzzDcllU.txt",2
"Youtube Corpus_HIW_I4cQfM.txt",2
"Youtube Corpus_N-2Sx-FDQA.txt",2
"Youtube Corpus00fP9t0onKg.txt",2
"Youtube Corpus09ehaQ-A0_A.txt",5
"Youtube Corpus0RPFWZj7Jm0.txt",4
"Youtube Corpus16ZfkPRVf2w.txt",3
"Youtube Corpus1CA-E1FmnKQ.txt",2
"Youtube Corpus1NA18k79jSk.txt",5
"Youtube Corpus1tbC3p1YYvU.txt",1
"Youtube Corpus1UvtyzMrqII.txt",5
"Youtube Corpus2-vpnAGkM3s.txt",1
"Youtube Corpus2g7wIZLbt0I.txt",3
"Youtube Corpus2jssgrbZhec.txt",5
"Youtube Corpus2NgvtE3TOF8.txt",5
"Youtube Corpus2XEjrwWhr88.txt",1
"Youtube Corpus3Fxb2U5ZP60.txt",1
"Youtube Corpus3mBoI5ToFxw.txt",2
"Youtube Corpus3rFLaPolkJI.txt",2
"Youtube Corpus3ZngxijknKs.txt",4
"Youtube Corpus4KCDGa98Ckc.txt",2
"Youtube Corpus5kcoaanYyZw.txt",4
"Youtube Corpus5nrYHq-7mk0.txt",1
"Youtube Corpus6hDMqzxbSAw.txt",1
"Youtube Corpus6sihiElFMhI.txt",3
"Youtube Corpus7CKqbIoxYGA.txt",5
"Youtube Corpus87diaTDipNU.txt",1
"Youtube Corpus8W32z8Xq-dA.txt",1
"Youtube Corpus9MpSQglnqI0.txt",4
"Youtube CorpusAADSF2ZsdY8.txt",2
"Youtube CorpusAENACf7UDB4.txt",1
"Youtube CorpusayjjUFGJe7I.txt",2
"Youtube Corpusba88EwG5b0Q.txt",2
"Youtube CorpusBhq6BZanCYQ.txt",4
"Youtube CorpusC9LrOVtDXQI.txt",5
"Youtube CorpuscscRdv57oRQ.txt",5
"Youtube CorpusDCR03fU0Q5Y.txt",2
"Youtube CorpusdDOn_n7tNyo.txt",2
"Youtube CorpusDfQv2jL9zq0.txt",2
"Youtube CorpusdiaVxpPwM1Y.txt",2
"Youtube CorpusdjXMk_UDOtU.txt",2
"Youtube CorpusdxQCmm5OMZQ.txt",2
"Youtube Corpusec-Mb8OJuRg.txt",3
"Youtube CorpusePr2MgQkqL0.txt",3
"Youtube Corpuser4v0fmhKAE.txt",2
"Youtube CorpusEumMtzYZDDA.txt",2
"Youtube CorpusEuz_qhfABo8.txt",1
"Youtube CorpuseZJjQGu85Ps.txt",1
"Youtube CorpusfkfRcRZT0C0.txt",2
"Youtube CorpusFLIaRjoki20.txt",5
"Youtube CorpusfLJ9mvTS68Y.txt",2
"Youtube CorpusfNOJjR1Znds.txt",2
"Youtube CorpusFRZQ-efABeQ.txt",2
"Youtube CorpusG-XEza5D_GY.txt",2
"Youtube CorpusGKnfVA1v5ow.txt",2
"Youtube CorpusGXZHzjUyAZg.txt",2
"Youtube CorpusHhBFs5qEJ5U.txt",1
"Youtube CorpusI3BJVaioX_k.txt",4
"Youtube CorpusigsuIuI_HAQ.txt",4
"Youtube CorpusijZciOVEjH4.txt",2
"Youtube CorpusiMCphGJWVSE.txt",3
"Youtube Corpusin21Vaaz5-c.txt",5
"Youtube CorpusIU42DspRM0k.txt",1
"Youtube CorpusIWQvt0RBclw.txt",3
"Youtube Corpusj1SKprQIkyE.txt",1
"Youtube Corpusj6Mw3_tOcNI.txt",1
"Youtube CorpusJLv2MX1DnrY.txt",2
"Youtube CorpusJUG9MXB7UK4.txt",2
"Youtube CorpusKhrTTqwKjn4.txt",2
"Youtube CorpuskmCSxfrK_Mg.txt",3
"Youtube Corpuskyuf1zt-TpU.txt",2
"Youtube CorpusL6CbHRy8ggs.txt",2
"Youtube CorpusL7DNobr4n40.txt",2
"Youtube CorpusL7nipA12EWg.txt",1
"Youtube CorpusLBpZo0K0FDQ.txt",4
"Youtube CorpusLt_HKJPfS2Q.txt",1
"Youtube CorpuslvTqbM5Dq4Q.txt",3
"Youtube CorpusM0LO19PpDTw.txt",3
"Youtube CorpusM4EkW4VwhcI.txt",3
"Youtube Corpusm8fi0fODVDw.txt",2
"Youtube CorpusmAHC1dWKNYE.txt",4
"Youtube CorpusMf8PHTaT5yI.txt",1
"Youtube CorpusmMwovHK2NrE.txt",3
"Youtube CorpusnEhhQtq9gp4.txt",5
"Youtube CorpusNH26zVTAShY.txt",4
"Youtube CorpusNJm6ziK_Qjo.txt",4
"Youtube CorpusNZD9APb7ZtY.txt",4
"Youtube CorpusnzWcwtrwRqw.txt",2
"Youtube CorpusOKbcJCUx6xA.txt",3
"Youtube Corpusq7clXE12JVA.txt",3
"Youtube CorpusQF7QfE6qgTM.txt",2
"Youtube CorpusqHJzyOU2Pls.txt",1
"Youtube CorpusQjZdvNgYl3s.txt",3
"Youtube CorpusQuR969uMICM.txt",2
"Youtube CorpusQx2QZMjzJlc.txt",5
"Youtube CorpusR_p81bcm-OE.txt",2
"Youtube Corpusr_t96FqWE4M.txt",1
"Youtube CorpusRGmtS8Lteh0.txt",1
"Youtube CorpusRrUTwq5jKM4.txt",3
"Youtube CorpusRs2TzarBX5I.txt",5
"Youtube CorpusrVpxeXJudO8.txt",4
"Youtube CorpusS_F8ouc5gWc.txt",2
"Youtube CorpusSaV6Dtq3_JA.txt",2
"Youtube CorpussqJIpHYl7oo.txt",3
"Youtube CorpustBnWG_95F9c.txt",3
"Youtube CorpusTJcjPziqxNc.txt",2
"Youtube Corpusu1XXjWr5frE.txt",2
"Youtube CorpusudsSXZ-2KJc.txt",2
"Youtube CorpusUH5skbUBfOU.txt",2
"Youtube CorpusuLfHssrNxUk.txt",2
"Youtube CorpusuPw9nkJAwDY.txt",1
"Youtube Corpusv-_GQBszZYg.txt",1
"Youtube CorpusV7Jl9fzxJd0.txt",1
"Youtube CorpusvCKia1pAzi4.txt",2
"Youtube CorpusvefBhhjodpE.txt",2
"Youtube CorpusvTYp5Kd9nMA.txt",2
"Youtube Corpusw4eaVVLvtyY.txt",4
"Youtube CorpusWe3AUeFtq8g.txt",2
"Youtube CorpuswgNvxrsD-Us.txt",2
"Youtube CorpusX8-dF3tylks.txt",2
"Youtube CorpusxeSMUPRd1WQ.txt",2
"Youtube CorpusxivcAE4GGWc.txt",5
"Youtube CorpusXjEGcevqiF0.txt",2
"Youtube CorpusXJSfgE9LUJw.txt",1
"Youtube CorpusxsGJkSDtLvo.txt",5
"Youtube CorpusXvdVw6f9pnc.txt",5
"Youtube CorpusY0mn7UBonSs.txt",3
"Youtube CorpusyhGATzzzQjM.txt",2
"Youtube CorpusyQFiZuAcNpY.txt",2
"Youtube CorpusyuDxHJOKsVA.txt",3
"Youtube CorpusyxyV1ly00EY.txt",5
"Youtube CorpusZ-A6G0WVI9w.txt",3
"Youtube CorpusZc9Xk99gCr4.txt",2
"Youtube CorpusZjaiNy-Dybs.txt",2
"Youtube Corpuszl13MrGg_YQ.txt",5
"Youtube CorpuszOGNoDO7mcU.txt",2
"Youtube CorpusZY8PddknCos.txt",5
"Youtube Corpuszy9gubmJdDQ.txt",3
