"","V5","V2","V2.1","V1","V5.1","V5.2","V2.2","V2.3","V2.4","V2.5","V2.6","V1.1","V4","V2.7","V4.1","V5.3","V5.4","V5.5","V1.2","V1.3","V2.8","V1.4","V5.6","V5.7","V5.8","V5.9","V2.9","V5.10","V5.11","V5.12","V5.13","V4.2","V2.10","V2.11","V1.5","V1.6","V5.14","V2.12","V3","V2.13","V4.3","V5.15","V5.16","V2.14","V4.4","V5.17","V5.18","V2.15","V2.16","V5.19","V4.5","V1.7","V5.20","V2.17","V1.8","V2.18","V2.19","V4.6","V5.21","V4.7","V1.9","V1.10","V5.22","V2.20","V4.8","V5.23","V4.9","V4.10","V4.11","V4.12","V5.24","V2.21","V2.22","V5.25","V2.23","V5.26","V2.24","V5.27","V5.28","V2.25","V4.13","V5.29","V5.30","V2.26","V3.1","V4.14","V1.11","V5.31","V2.27","V1.12","V3.2","V4.15"
"1",2.25739644970414,1.30607476635514,1.45454545454545,3.11278195488722,1.61310782241015,1.1304347826087,2.625,2.37142857142857,2.26984126984127,1.725,1.79699248120301,1.47368421052632,2.20786516853933,1.38181818181818,1,1,1,1,1.20183486238532,1.4041095890411,1.33858267716535,3.03846153846154,1,1.3203125,1.05405405405405,1.32762312633833,1.41442542787286,1.32,2.38235294117647,1.07566938300349,1.1139896373057,1.08139534883721,2.19498069498069,1.47246891651865,1.65454545454545,1.16990291262136,1,1.27777777777778,2.06720430107527,2.36363636363636,1.046875,4.76842105263158,1.74358974358974,1.30970149253731,1.12488605287147,1.11235257603973,1.78787878787879,1.16988416988417,1.10344827586207,1.40445269016698,1,1.27272727272727,1.61392405063291,1.625,1.01526717557252,1.02352941176471,1.27450980392157,1.53968253968254,1.46688741721854,6.18627450980392,2.27777777777778,1.65236051502146,2.50257731958763,1.85416666666667,1,2.38571428571429,1.02702702702703,1.73111111111111,1,1.31901840490798,1.20481927710843,3.13333333333333,1.01666666666667,1.34762456546929,1,1.62903225806452,4.00990099009901,1.81481481481481,1.80263157894737,1.54703832752613,1.51724137931034,2.30098452883263,1.2752808988764,3.50505050505051,1.09090909090909,1.42953020134228,1.89617486338798,2.16582914572864,1.96800825593395,1.28915662650602,1.3804347826087,1.08333333333333
