"","V3","V3.1","V1","V3.2","V3.3","V4","V4.1","V3.4","V1.1","V5","V4.2","V1.2","V2","V2.1","V5.1","V3.5","V3.6","V3.7","V4.3","V2.2","V3.8","V5.2","V4.4","V3.9","V3.10","V3.11","V4.5","V5.3","V4.6","V4.7","V1.3","V3.12","V4.8","V5.4","V3.13","V4.9","V3.14","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V1.11","V1.12","V3.15","V1.13","V4.10","V1.14","V4.11","V1.15","V4.12","V2.3","V5.5","V4.13","V3.16","V5.6","V3.17","V5.7","V3.18","V4.14","V3.19","V4.15","V3.20","V4.16","V3.21","V2.4","V3.22","V1.16","V1.17","V5.8","V3.23","V4.17","V5.9","V1.18","V4.18","V5.10","V2.5","V1.19","V3.24","V5.11","V5.12","V1.20","V3.25","V4.19","V1.21","V4.20","V5.13","V1.22","V1.23","V5.14","V3.26","V4.21","V5.15","V3.27","V3.28","V4.22","V1.24","V1.25","V3.29","V2.6","V3.30","V2.7","V3.31","V5.16","V5.17","V2.8","V3.32","V4.23","V3.33","V1.26","V4.24","V1.27","V4.25","V3.34","V4.26","V3.35","V3.36","V3.37","V3.38","V1.28","V1.29","V3.39","V5.18","V5.19","V4.27","V1.30","V5.20","V5.21","V4.28","V3.40","V4.29"
"1",1.19047619047619,1.1,1.25,10,1.26436781609195,2.41346153846154,1.70909090909091,2.68181818181818,3.24324324324324,1.00952380952381,1.1,1.33333333333333,41.4375,1.11904761904762,1,1.15384615384615,1.05333333333333,5.33333333333333,1.1,1.34146341463415,8.62121212121212,1.33707865168539,8.40476190476191,1.28571428571429,12,1.25688073394495,6.26829268292683,1.31111111111111,1.87951807228916,1.515625,1.27659574468085,5.36190476190476,1.1,3.49433962264151,1.05555555555556,2.99038461538461,7.30985915492958,4.25373134328358,4.02127659574468,1.57142857142857,1.08333333333333,2.81132075471698,1.76744186046512,2.33333333333333,1.4047619047619,1.85333333333333,5.88333333333333,3.04918032786885,3.51315789473684,4.43243243243243,2.68852459016393,1.35185185185185,2.99305555555556,13.5166666666667,2.73716012084592,1.83413461538462,6.51428571428571,2.8785046728972,1.01169590643275,1.18867924528302,1.78851174934726,2.62365591397849,5.23232323232323,3.44776119402985,2,2,8.08823529411765,1.52542372881356,2.81818181818182,1.32,1.76666666666667,1.09302325581395,1.68571428571429,1.5,2.10810810810811,1.15,2.17142857142857,2.40366972477064,1.54761904761905,2.15384615384615,3.42857142857143,2.5948717948718,1.16806722689076,1.77368421052632,1.375,1.1,1.02,8.91428571428571,1.25274725274725,8.78571428571428,6.23333333333333,2.44473684210526,1.69090909090909,3.05067567567568,1.54098360655738,6,2.25806451612903,1.1,1.11904761904762,1.45614035087719,5.06172839506173,43.6060606060606,1.78225806451613,43.5789473684211,1.59183673469388,3.80876494023904,1.38461538461538,77.4166666666667,1.58278145695364,2.60344827586207,6.88732394366197,1.19148936170213,1,2.425,4.55555555555556,1.60144927536232,1.1,1.15384615384615,2.20454545454545,4.39366515837104,2.21428571428571,2.62068965517241,2.86046511627907,1.39024390243902,1.82142857142857,1.03333333333333,1.02941176470588,1.85057471264368,2.37748344370861,1.66666666666667,2.815,2.54761904761905,9.95833333333333
