"","V5","V2","V5.1","V2.1","V5.2","V2.2","V5.3","V2.3","V3","V2.4","V3.1","V2.5","V3.2","V1","V3.3","V1.1","V3.4","V1.2","V3.5","V4","V3.6","V1.3"
"1",4.10614525139665,1.53406813627255,3.55882352941176,1.76100628930818,1.82911392405063,1.85838779956427,1.06978367062107,1.66094853683148,1.06073153899241,1.22527015793849,1.25551330798479,1.01127819548872,1.2957528957529,1.440036900369,2.54333764553687,2.12700369913687,3.43217665615142,2.27611940298507,5.08385744234801,9.57553956834532,4.81563126252505,2.9079939668175
