"","V2","V4","V2.1","V4.1","V2.2","V4.2","V2.3","V4.3","V3","V4.4","V3.1","V5"
"1",1.0766223612197,11.7661691542289,1.14925373134328,9.24892703862661,1.21004566210046,7.87777777777778,1.24945295404814,6.94389438943894,1.00941619585687,6.55063291139241,1.10177865612648,4.20168067226891
