"","V3","V1","V3.1","V5","V1.1","V1.2","V3.2","V4","V3.3","V4.1","V5.1","V3.4","V5.2","V5.3","V2","V1.3","V3.5","V3.6","V2.1","V5.4","V5.5","V3.7","V5.6","V1.4","V3.8","V2.2","V1.5","V1.6","V5.7","V5.8","V4.2","V4.3","V4.4","V1.7","V4.5","V3.9","V3.10","V5.9","V2.3","V4.6","V3.11","V5.10","V3.12","V2.4","V1.8","V5.11","V2.5","V4.7","V4.8","V5.12","V3.13","V2.6","V2.7","V3.14","V2.8","V4.9","V3.15","V3.16","V3.17","V2.9","V4.10","V3.18","V3.19","V3.20","V5.13","V3.21","V4.11","V5.14","V5.15","V4.12","V3.22","V2.10","V3.23","V1.9","V4.13","V5.16","V3.24","V3.25","V3.26","V1.10","V3.27","V5.17","V1.11","V3.28","V1.12","V2.11","V1.13","V1.14","V1.15","V3.29","V3.30","V2.12","V4.14","V2.13","V1.16","V3.31","V2.14","V3.32","V2.15","V1.17","V1.18","V5.18","V3.33","V3.34","V4.15","V1.19","V3.35","V3.36","V3.37","V1.20","V2.16"
"1",4.62222222222222,3.8412017167382,3.39525691699605,11.4807692307692,3.55714285714286,1.15418502202643,2.49482401656315,3.8703071672355,2.86,1.58333333333333,7.93333333333333,2.33333333333333,3.20159453302961,3.84516129032258,5.18371212121212,3.703125,2.35051546391753,4.25862068965517,2.19106957424714,6.46086956521739,2.1,2.64444444444444,2.5863539445629,4.76229508196721,1.52941176470588,8.84285714285714,1.22889043963712,1.41795665634675,3.7085201793722,8.40677966101695,2.53636363636364,1.30092592592593,7.25373134328358,3.29365079365079,8.75873015873016,2.21453287197232,6.63374485596708,1.31318681318681,4.04447852760736,2.34328358208955,6.25,1.0738255033557,5.28658536585366,1.16923076923077,1.06756756756757,1.70317002881844,6.6875,3.58713692946058,11.6640625,1.74642857142857,1.92913385826772,4.89940828402367,9.01363636363636,1.45525291828794,3.29787234042553,3.38888888888889,1.87745098039216,1.03030303030303,1.52573529411765,1.55038759689922,1.69230769230769,1.61111111111111,3.23295454545455,2.16666666666667,3.69369369369369,3.51612903225806,1.9,2.17948717948718,1.05645161290323,1.81578947368421,2.70491803278689,1.16666666666667,2.40677966101695,1.21919191919192,6.4321608040201,1.28148148148148,1.5114006514658,1.15789473684211,3.94,8.3,6.75862068965517,1.10663507109005,11.4981949458484,1.00763358778626,6.80919540229885,14.0818181818182,2.32413793103448,6.34705882352941,2.81451612903226,3.08333333333333,1.09,4.42756183745583,2.38297872340426,1.77584059775841,1.99393939393939,1.41269841269841,8.76923076923077,1.34042553191489,1.55340744320928,3.4390243902439,2.92396694214876,1,2.87769784172662,1.32245681381958,2,15.0188679245283,1.21052631578947,2.5883152173913,5.88,6.12837837837838,4.93697478991597
