"","V4","V3","V5","V3.1","V3.2","V5.1","V5.2","V3.3","V2","V3.4","V1","V5.3","V3.5","V2.1","V3.6","V3.7","V5.4","V4.1","V5.5","V3.8","V3.9","V4.2","V2.2","V4.3","V5.6","V5.7","V5.8","V5.9","V2.3","V1.1","V5.10","V5.11","V5.12","V3.10","V5.13","V5.14","V4.4","V3.11","V5.15","V1.2","V4.5","V3.12","V4.6","V5.16","V3.13","V4.7","V5.17","V1.3","V1.4","V3.14","V5.18","V5.19","V5.20","V5.21","V5.22","V3.15","V5.23","V4.8","V4.9","V5.24","V3.16","V5.25","V1.5","V5.26","V4.10","V4.11","V1.6","V3.17","V3.18","V3.19","V1.7","V3.20","V5.27","V3.21","V1.8","V3.22","V4.12","V4.13","V1.9","V5.28","V1.10","V3.23","V5.29","V4.14","V3.24","V5.30","V5.31","V5.32","V5.33","V4.15","V5.34","V5.35","V3.25","V3.26","V5.36","V5.37","V5.38","V1.11","V5.39","V3.27","V3.28","V1.12","V5.40","V5.41","V3.29","V5.42","V4.16","V4.17","V4.18","V5.43","V5.44"
"1",1.25,1.21671018276762,1.78169014084507,1.18181818181818,2.7683615819209,2.92274678111588,2.54210526315789,1.91503267973856,1.04166666666667,1.44,1.41891891891892,1.57142857142857,2.93645484949833,3.18493150684932,2.03076923076923,1.17647058823529,1.11494252873563,1.13725490196078,1.7445652173913,1.21052631578947,1.11111111111111,1.09756097560976,2.02155172413793,1.31182795698925,1.54545454545455,2.33333333333333,6.7914691943128,3.34715025906736,1.18933333333333,1.18,1.89655172413793,1.18464351005484,1.92344497607656,1.97905759162304,1.74033149171271,2.2578125,1.05194805194805,1.7843137254902,3.39583333333333,2.26351351351351,1.28205128205128,1.06428571428571,1.45132743362832,1.91176470588235,1.25423728813559,1.13029315960912,1.04347826086957,1.66206896551724,1.00787401574803,1.0126582278481,2.15254237288136,1.3,1.76,2.98837209302326,1.20512820512821,2.15217391304348,1.29113924050633,1.88571428571429,1.3948717948718,2.2776886035313,1.03723404255319,1.44,1.408,1.17073170731707,1.18085106382979,1.19230769230769,1.50735294117647,1.25806451612903,2.13793103448276,1.15151515151515,1.74285714285714,1.11111111111111,1.31111111111111,4.47963800904977,1.35374149659864,2.5,1.34649122807018,1.80952380952381,1.11111111111111,1.27753303964758,1.13478260869565,1.6420233463035,1.27064220183486,2.84782608695652,1.61710037174721,1.71875,4.79338842975207,4.35897435897436,1.14814814814815,1.13207547169811,3.84615384615385,3.72368421052632,4.79591836734694,1.20933734939759,3.4375,1.21153846153846,1.10169491525424,1.09302325581395,3.2077519379845,2.03980099502488,2.5103734439834,1.13636363636364,2.57407407407407,2.40092165898618,1.90909090909091,1.78151260504202,1.1875,1.33092224231465,1.25,2.75776397515528,5.28888888888889
