"","V5","V4","V5.1","V4.1","V5.2","V4.2","V5.3","V4.3","V5.4","V4.4","V5.5","V4.5","V5.6","V3","V5.7","V2","V5.8","V2.1","V5.9","V4.6"
"1",22.8648648648649,2.06378600823045,30.0357142857143,2.0162932790224,23.5675675675676,2.24507658643326,17.5192307692308,2.31397849462366,2.13235294117647,2.22453222453222,14.7903225806452,2.3741935483871,16.7272727272727,1.34683098591549,4.26470588235294,2.48167539267016,2.79672131147541,1.46413502109705,20.8611111111111,1.98979591836735
