"","V2","V4","V3","V4.1","V1","V1.1","V3.1","V2.1","V3.2","V2.2","V3.3","V4.2","V2.3","V3.4","V2.4","V5","V4.3","V4.4","V4.5","V2.5","V3.5","V3.6","V5.1","V2.6","V2.7","V3.7","V2.8","V5.2","V2.9","V1.2","V1.3","V5.3","V4.6","V4.7","V3.8","V3.9","V4.8","V3.10","V2.10","V4.9","V4.10","V4.11","V5.4","V4.12","V5.5","V1.4","V4.13","V3.11","V4.14","V1.5","V3.12","V2.11","V2.12","V4.15","V1.6","V4.16","V3.13","V2.13","V4.17","V3.14","V1.7","V2.14","V2.15","V4.18","V4.19","V5.6","V3.15","V1.8"
"1",1.01980198019802,1.17704280155642,1.00845665961945,6.12735849056604,1.08333333333333,2.48717948717949,1.78125,3.51162790697674,2.60142348754448,1.24528301886792,1.41193181818182,1.72110552763819,1.41666666666667,2.48648648648649,1.57027027027027,1,1.97777777777778,5.93939393939394,1.10526315789474,1.03448275862069,1.80232558139535,1.68627450980392,1.64880952380952,1.31818181818182,1.25,1.30654205607477,1.63085399449036,1,4.31325301204819,2.2,3.5,1.07377049180328,1.22916666666667,1.75,1,1.25401459854015,4.52083333333333,1.02272727272727,2.79487179487179,1.19589977220957,1.33333333333333,1.3544776119403,1,1.8695652173913,1,1.72282608695652,5.45258620689655,1.43518518518519,2.36727272727273,1.75862068965517,1.13157894736842,1.30804597701149,4.09195402298851,1.09090909090909,1.73913043478261,2.06463878326996,2.09627329192547,2.32467532467532,1.18918918918919,1.25,1.93023255813954,1.88059701492537,1.3,2.31707317073171,1.25,1.54913294797688,1.25,2.07317073170732
