"","V5","V3","V2","V3.1","V5.1","V5.2","V2.1","V5.3","V4","V5.4","V4.1","V2.2","V5.5","V2.3","V4.2","V1","V3.2","V5.6","V1.1","V5.7","V4.3","V2.4","V1.2","V5.8","V5.9","V4.4","V4.5","V1.3","V3.3","V5.10","V5.11","V4.6","V1.4","V5.12","V5.13","V2.5","V5.14","V2.6","V5.15","V2.7","V5.16","V5.17","V3.4","V5.18","V3.5","V5.19","V3.6","V4.7","V3.7","V5.20","V1.5","V5.21","V3.8","V5.22","V5.23","V3.9","V4.8","V5.24","V5.25","V5.26","V5.27","V5.28","V5.29","V5.30","V5.31","V1.6","V5.32","V5.33"
"1",29.4854368932039,2.09917355371901,3.87631027253669,2.82909930715935,6.53846153846154,17.4948453608247,29.2982456140351,1.62251655629139,3.2859097127223,6.34848484848485,3.88732394366197,4.67737226277372,1.5,35.9021739130435,4.30120481927711,1.1,2.87827715355805,1.37755102040816,1.04761904761905,2.23333333333333,3.00967741935484,38.1162790697674,3.16606498194946,1.24137931034483,1.2,2.37482117310443,4.24324324324324,1.1,13.0810055865922,12.969696969697,7.21875,18.3511450381679,129.152542372881,1,34.25,2.60535506402794,3.25806451612903,1.55555555555556,2.81651376146789,3.53904761904762,2.25,7.73829201101928,1.1,6.44186046511628,1.1,11.5851735015773,2.93438735177866,15.6451612903226,3.01228878648233,2.72549019607843,176.116279069767,6.39718804920914,13.1994382022472,1.02777777777778,6.225,2.79005524861878,2.22518518518519,5.11359404096834,1.97727272727273,20.4,11.9518072289157,4.45634920634921,1,10.8315789473684,5.56,3.26492537313433,2.85,5.68235294117647
