"","V1","V3","V2","V1.1","V1.2","V5","V4","V5.1","V5.2","V5.3","V3.1","V1.3","V2.1","V1.4","V4.1","V5.4","V5.5"
"1",1.80344827586207,1.30149253731343,1.07706422018349,1.92957746478873,2.90459363957597,1.0961887477314,1.41899441340782,2.03370786516854,1.96091205211726,3.4,1.05414012738854,1.20447284345048,1.25327510917031,1.04166666666667,1.26,2.32608695652174,1.44150943396226
