"","V5","V2","V1","V5.1","V5.2","V1.1","V3","V2.1","V2.2","V1.2","V4","V2.3","V5.3","V2.4","V5.4","V1.3","V2.5"
"1",6.15105162523901,7.52752293577982,4.57240204429302,7.28467153284672,2.79683698296837,3.74337748344371,5.82972440944882,3.58563535911602,3.578073089701,4.78151260504202,16.4924471299094,4.6737400530504,5.86062717770035,1.12,1.23809523809524,9.7196261682243,2.42408376963351
