"","V4","V2","V2.1","V2.2","V2.3","V2.4","V4.1","V2.5","V4.2","V5"
"1",2.99651567944251,2.73506493506493,4.75968992248062,2.61803713527851,4.46323529411765,2.52671755725191,2.86021505376344,2.42079207920792,3.08888888888889,1.92272727272727
