"","V2","V5","V1","V4","V1.1","V5.1","V4.1","V2.1","V4.2","V2.2","V4.3","V2.3","V4.4","V5.2","V2.4","V2.5","V4.5","V4.6","V5.3","V5.4","V2.6","V5.5","V5.6","V2.7","V2.8","V5.7","V1.2","V2.9","V4.7","V4.8","V5.8","V2.10","V2.11","V2.12","V5.9","V5.10","V2.13","V5.11","V2.14","V1.3","V5.12","V5.13","V2.15","V2.16","V4.9","V3","V3.1","V5.14","V1.4"
"1",4.31683168316832,2.05882352941176,1.09708737864078,1.34090909090909,2.7047619047619,1.02985074626866,1,1.55487804878049,1.04545454545455,3.43333333333333,1.47142857142857,1.31403762662808,2.45098039215686,1,1.59537572254335,2.88165680473373,1.5625,1.42045454545455,1,1.02272727272727,1.72455089820359,1,1.63872832369942,3.3,5.27227722772277,1.21052631578947,2,1.44044943820225,1.2962962962963,1.26666666666667,1.16216216216216,1.75,1.9219512195122,6.72357723577236,2.59649122807018,2.10571428571429,1.65555555555556,2,2.07547169811321,1.11894273127753,1.66046511627907,1.87677725118483,4.15384615384615,2.16666666666667,1.06382978723404,4.93478260869565,1.2156862745098,1.09880239520958,1.19444444444444
