"","V4","V5","V4.1","V5.1","V4.2","V5.2","V3","V4.3","V3.1","V5.3","V4.4","V5.4","V4.5","V3.2","V4.6","V5.5","V1","V3.3","V5.6","V5.7","V4.7","V5.8","V5.9","V5.10","V5.11","V4.8","V4.9","V5.12","V5.13","V5.14","V4.10","V1.1","V5.15","V5.16","V3.4","V5.17","V5.18","V4.11","V5.19","V4.12","V4.13","V3.5","V2","V5.20","V4.14","V4.15","V5.21","V4.16","V3.6","V3.7","V5.22","V2.1","V5.23","V5.24","V3.8","V4.17","V3.9","V5.25","V4.18","V3.10","V5.26","V5.27","V5.28","V1.2","V3.11","V5.29","V5.30","V5.31","V1.3","V4.19","V5.32","V4.20","V5.33","V5.34","V4.21","V5.35","V2.2","V5.36","V5.37","V5.38","V5.39","V4.22","V4.23","V2.3","V5.40","V5.41","V5.42","V5.43","V5.44","V5.45","V5.46","V3.12","V2.4","V4.24","V5.47","V5.48","V5.49","V5.50","V5.51","V4.25","V5.52","V3.13","V1.4","V5.53","V3.14","V3.15","V3.16","V5.54","V4.26","V5.55","V5.56","V5.57","V5.58","V5.59","V5.60","V3.17"
"1",1.24074074074074,2.37045454545455,2.58333333333333,1.25581395348837,1.51818181818182,1.97278911564626,1.10416666666667,2.94927536231884,2.23076923076923,1.62222222222222,1.68292682926829,1.15151515151515,2.51315789473684,1.38461538461538,1.01388888888889,1.56521739130435,1.53892215568862,3.14864864864865,1,1,1.09090909090909,1.00550964187328,1.68421052631579,1.89308176100629,1.56493506493506,1.03521126760563,1.40875912408759,1.85775862068966,1,1,1.43478260869565,1.76190476190476,1.15384615384615,1,1.08333333333333,1,1.4047619047619,1.42948717948718,1,1.47058823529412,1.50375939849624,1.15789473684211,1.21428571428571,1.58152173913044,2.02542372881356,5.48863636363636,1.10416666666667,1.19230769230769,1.26666666666667,3.57692307692308,3.02816901408451,1.53703703703704,1,2.4375,2.70588235294118,2.30434782608696,1.36585365853659,1.08450704225352,1.02857142857143,3.64705882352941,1,1,1.53846153846154,1.64705882352941,1.15555555555556,1,2.25490196078431,1,1.0625,1.15384615384615,2.01680672268908,2.12121212121212,1.30769230769231,1.38095238095238,1.34673366834171,1.80555555555556,1.16,1.04285714285714,1,2.21276595744681,1,1.36231884057971,1.3448275862069,1.27272727272727,1.68181818181818,1.46327683615819,1.25,1,1.35897435897436,2.3212927756654,2.16981132075472,2.3625,1.30952380952381,1.86666666666667,1,2,1.66197183098592,1,1,8.09090909090909,1,2.38805970149254,1.25,1.51515151515152,1.62616822429907,1.1025641025641,4.47887323943662,1.04255319148936,1.07692307692308,1.12962962962963,1.72413793103448,1,1.72727272727273,1.47058823529412,1,1.08333333333333
