"","V1"
"Youtube Corpusf3kYFnIYB0s.txt",3
"Youtube CorpusFLQV2PfD3Ko.txt",5
"Youtube CorpusfvNkEwurvqQ.txt",3
"Youtube CorpusG0z50Am4Uw4.txt",3
"Youtube CorpusgF4F4MlKnpM.txt",5
"Youtube CorpusGhWao2bYY0U.txt",5
"Youtube CorpusgOOyJO5JDGM.txt",2
"Youtube CorpusgT9vlFUeAyk.txt",5
"Youtube CorpushFjRrQboEnc.txt",1
"Youtube Corpusi4mZuPZuFxo.txt",5
"Youtube Corpusifcc3x4DiRc.txt",4
"Youtube CorpusiKxtYXKBWQY.txt",4
"Youtube CorpusiY1jnFvHgbE.txt",3
"Youtube CorpusjbqcZZqGoH0.txt",2
"Youtube CorpusJJ0y9MsVkm0.txt",5
"Youtube CorpusjuvWmdepJ5A.txt",3
"Youtube Corpusjuzc-A3KW-E.txt",4
"Youtube CorpusJywRcQeyOuM.txt",2
"Youtube CorpusKi6r-tEs0eE.txt",3
"Youtube CorpuskT1PGhS9Ofk.txt",5
"Youtube CorpuskzdJkT4kp-A.txt",3
"Youtube CorpusL7jDtkXhDgE.txt",3
"Youtube CorpusLHzVVbS114k.txt",3
"Youtube CorpuslQv31PdKzwU.txt",5
"Youtube CorpusLurbzrKVGrk.txt",5
"Youtube CorpusMMAhDYsUf2g.txt",3
"Youtube Corpusmpmjk7j4FcI.txt",3
"Youtube CorpusN6FOBQIyVOg.txt",1
"Youtube CorpusNbea8X61GRA.txt",3
"Youtube CorpusNdxFFAT_6WM.txt",5
"Youtube Corpuso1khi7chI5I.txt",1
"Youtube CorpusOAqk-VAAEWA.txt",2
"Youtube CorpusoMKTWbT5Xx4.txt",3
"Youtube CorpusPlkFPwf8tV0.txt",3
"Youtube CorpuspO18Of2ud3I.txt",5
"Youtube CorpusPrvyS8TkQOs.txt",3
"Youtube CorpusPuD8wq8pkQU.txt",4
"Youtube CorpusqmfTZ8UF0hs.txt",2
"Youtube CorpusqqkVw4jt_Tc.txt",3
"Youtube CorpusQXQloYUV6wc.txt",1
"Youtube Corpusr0B9csVx9hM.txt",3
"Youtube CorpusR9cHR6ogPP0.txt",5
"Youtube CorpusRNXAZBoffxg.txt",3
"Youtube CorpusrrSPX3yQ-KM.txt",3
"Youtube CorpusS-G5twi-bdI.txt",3
"Youtube Corpuss72SBr87Lks.txt",4
"Youtube CorpusScFNURnPhtw.txt",2
"Youtube CorpusSdL55HWNPRM.txt",3
"Youtube CorpussM0DA0Qv3Zg.txt",3
"Youtube CorpusSnMBYMOTwEs.txt",1
"Youtube CorpusSX3DnfxWqkc.txt",4
"Youtube CorpusTbWQ4lMnLNw.txt",5
"Youtube Corpustk7oPIsDHtM.txt",5
"Youtube CorpusTPkEjexT2nU.txt",3
"Youtube CorpusttMkCrhfWvg.txt",3
"Youtube CorpusU1OwwvfQz9Q.txt",3
"Youtube CorpusueBEGzbFN7U.txt",2
"Youtube CorpusueIJeOeqmCI.txt",3
"Youtube CorpusUj5zlS88SxY.txt",3
"Youtube CorpusuKjX-iJGKyA.txt",5
"Youtube CorpusuRQMNqs_J9k.txt",3
"Youtube CorpusUWSePEV88tw.txt",5
"Youtube CorpusV4PpDLaRaVU.txt",5
"Youtube CorpusW6U0D5lTYGg.txt",2
"Youtube CorpusWA33xTl0NVk.txt",4
"Youtube CorpuswSht3cDRUds.txt",4
"Youtube CorpusWUo8TnHNHYM.txt",4
"Youtube CorpusXbUzKDltqok.txt",2
"Youtube CorpusxQyceKmZTR8.txt",3
"Youtube CorpusxU2HglmF8mg.txt",4
"Youtube CorpusyBCj8Kg9lZg.txt",3
"Youtube Corpusyo8Aujh02M4.txt",3
"Youtube CorpusyQtVQIAhkkg.txt",3
"Youtube Corpuszn-j91fnn4k.txt",3
"Youtube CorpuszSq80izsCZk.txt",3
"Youtube CorpusZu6cYF7y9os.txt",4
