"","V3","V1","V2","V2.1","V5","V3.1","V4","V5.1","V5.2","V4.1","V3.2","V1.1","V3.3","V1.2","V2.2","V3.4","V5.3","V4.2","V3.5","V3.6","V3.7","V4.3","V4.4","V2.3","V3.8","V1.3","V2.4","V4.5","V1.4","V3.9","V2.5","V5.4","V3.10","V1.5","V1.6","V1.7","V4.6","V2.6","V3.11","V5.5","V3.12","V5.6","V3.13","V3.14","V5.7","V5.8","V2.7","V5.9","V1.8","V5.10","V4.7","V4.8","V3.15","V2.8","V5.11","V3.16","V4.9","V2.9","V3.17","V5.12","V3.18","V3.19","V3.20","V5.13","V5.14","V3.21","V3.22","V1.9","V3.23","V5.15","V1.10","V2.10","V3.24","V3.25","V5.16","V3.26","V4.10","V2.11","V3.27","V1.11","V3.28","V5.17","V3.29","V3.30","V3.31","V4.11","V2.12","V3.32","V3.33","V1.12","V4.12","V5.18","V5.19","V3.34","V3.35","V3.36","V2.13","V3.37","V3.38","V5.20","V3.39","V5.21","V5.22","V2.14","V4.13","V4.14","V4.15","V2.15","V3.40","V4.16","V3.41","V3.42","V3.43","V3.44","V3.45","V4.17"
"1",8.22388059701492,1.27804410354746,15.0752688172043,23.8518518518519,8.79940119760479,2.39655172413793,2.81132075471698,5.62653562653563,3.18103448275862,6.01369863013699,3.88405797101449,2.88157894736842,3.52879581151832,1.11111111111111,18.6986301369863,1.51388888888889,1.35408560311284,7.15450643776824,1.1,1.1,1.45833333333333,6.56438356164384,3.09375,4.01661129568106,1.26141078838174,1.15646258503401,1.21243523316062,9.21577726218097,1.1,1.1,6.86363636363636,1.08108108108108,25.9777777777778,1.1,1.02564102564103,1.1,19.228813559322,3.85201793721973,1.1,1.44,8.305,1.40909090909091,1.47058823529412,1.66666666666667,2.99163179916318,4.39130434782609,19.7735849056604,25.2096774193548,53.6315789473684,5.26881720430107,8.93023255813953,23.3012048192771,1.1,2.17948717948718,2.1195652173913,1.84905660377358,33.1607142857143,14.4545454545455,17.5,3.50806451612903,1.1,1.1,3.34,1.57142857142857,1.09615384615385,1.1,8.33913043478261,121.8,1.41176470588235,4.88,1.7125,3.23809523809524,5.25882352941177,3.84827586206897,5.46082089552239,4.95384615384615,3.93103448275862,20.3972602739726,1.1,1.07692307692308,1.1,4.51063829787234,8.74358974358974,10.25,38.3783783783784,6.83011583011583,4.58181818181818,1.1,4.83018867924528,3.95249795249795,2.6695652173913,1.28571428571429,1.76363636363636,5.75892857142857,1.1,4.46969696969697,2.02542372881356,1.28571428571429,1.1,4.73314606741573,1.1,5.9,1.9,19.58,1.94827586206897,38.0697674418605,4.95911949685535,3.3469387755102,50.9047619047619,22.7322404371585,19.28,1.1,5.64473684210526,4.84,1.1,6.90598290598291
