"","V1","V1.1","V1.2","V4","V4.1","V1.3","V5","V5.1","V4.2","V1.4","V4.3","V3","V4.4","V4.5","V1.5","V4.6","V3.1","V4.7","V3.2","V4.8","V5.2","V1.6","V4.9","V1.7","V4.10","V4.11","V5.3","V5.4","V1.8","V3.3","V5.5","V5.6","V5.7","V1.9","V5.8","V3.4","V1.10","V5.9","V1.11","V1.12","V3.5","V4.12","V4.13","V4.14","V1.13","V4.15","V4.16","V5.10","V1.14","V1.15","V4.17","V5.11","V5.12","V4.18","V4.19","V4.20","V4.21","V2","V1.16","V5.13","V1.17","V1.18","V3.6","V1.19","V5.14","V1.20","V3.7","V5.15","V1.21","V1.22","V1.23","V5.16","V4.22","V4.23","V1.24","V2.1","V3.8","V1.25","V3.9","V4.24","V5.17","V3.10","V1.26","V4.25","V2.2","V5.18","V1.27","V3.11","V1.28","V4.26","V5.19","V1.29","V5.20","V1.30","V5.21","V5.22","V1.31","V5.23","V1.32","V1.33","V3.12","V1.34","V1.35","V1.36","V2.3","V1.37","V5.24","V4.27","V4.28","V1.38","V1.39","V1.40","V1.41","V4.29","V4.30","V4.31","V5.25","V1.42","V4.32","V1.43","V1.44","V4.33","V1.45","V1.46","V3.13","V1.47","V3.14","V1.48","V3.15","V1.49","V1.50","V5.26","V4.34","V3.16","V4.35","V1.51","V5.27"
"1",1.75094339622641,4.58227848101266,4.04375,1.78723404255319,1.08860759493671,1.74468085106383,1.16129032258065,1.82432432432432,1.1,1.19402985074627,1.22222222222222,1.28497409326425,3.64885496183206,4.59025787965616,1.9940119760479,3.9748427672956,1.13114754098361,2.66666666666667,2.3030303030303,2.44576877234803,2.33333333333333,1.27956989247312,1.82622950819672,9.58695652173913,2.83333333333333,1.24096385542169,5.56889495225102,2.17659727207466,1.98654708520179,4.61006289308176,1.58333333333333,2.10695187165775,1.20408163265306,4.17647058823529,1.51282051282051,2.2,1.1,1.78048780487805,1.82105263157895,1.1,9.33096590909091,1.1,3.31645569620253,1.14736842105263,4.05314009661836,3.08064516129032,2.73856209150327,2.77922077922078,2.5622009569378,4.19047619047619,1.1,2.55502392344498,4.08904109589041,1.31805929919137,1.61290322580645,1.34069400630915,2.36666666666667,25.4856459330144,1.0625,1.1,5.37931034482759,2.42889390519187,3.69142857142857,1.74193548387097,1.1,1.77155172413793,5.55238095238095,1.29017857142857,1.1,2.59176029962547,2.44791666666667,1.34129947722181,5.94809688581315,1.1,2.74233128834356,2.94621513944223,1.15037593984962,4.77832512315271,1.06413612565445,3.21518987341772,1.66917293233083,1.26016260162602,4.82692307692308,1,1.09722222222222,1.92712550607287,2.40314136125654,1.58488714425908,1.12,2.8419452887538,1.60611510791367,7.38297872340426,1.05434782608696,2.17574021012416,1.0983606557377,1.84615384615385,1.1,2.79454722492697,5.14444444444444,5.45098039215686,1.15217391304348,11.3538461538462,5.13953488372093,2.97067039106145,2.88095238095238,6.07692307692308,1.97981836528759,5.82795698924731,1.03271028037383,13.1176470588235,1.23155216284987,2.22875816993464,2.34210526315789,2.7317880794702,1.50632911392405,2.53623188405797,2.78378378378378,1.1,1.62429378531073,2.18867924528302,1.84415584415584,1.02061855670103,1.65116279069767,3.94117647058824,4.62151394422311,1.52631578947368,1.88421052631579,2.31192660550459,1.57352941176471,3.25229357798165,3.48888888888889,1.7712729748128,2.76086956521739,1.82716049382716,2.47521865889213,4.94214876033058,1.14705882352941
