"","V4","V4.1","V3","V1","V3.1","V5","V4.2","V3.2","V5.1","V3.3","V1.1","V1.2","V3.4","V3.5","V3.6","V5.2","V4.3","V5.3","V1.3","V3.7","V3.8","V4.4","V1.4","V4.5","V3.9","V1.5","V4.6","V3.10","V4.7","V4.8","V4.9","V4.10","V1.6","V4.11","V1.7","V4.12","V5.4","V3.11","V5.5","V5.6","V5.7","V5.8","V2","V5.9","V2.1","V5.10","V1.8","V4.13","V3.12","V4.14","V5.11","V4.15","V1.9","V3.13","V5.12","V3.14","V1.10","V3.15","V4.16","V4.17","V3.16","V3.17","V4.18","V2.2","V4.19","V4.20","V4.21","V3.18","V5.13","V4.22","V3.19","V3.20","V3.21","V5.14","V4.23","V4.24","V1.11","V4.25","V1.12","V2.3","V3.22","V4.26","V4.27","V1.13","V3.23","V3.24","V3.25","V5.15","V4.28","V3.26","V3.27","V2.4","V4.29","V3.28","V4.30","V4.31","V5.16","V3.29","V3.30","V4.32","V1.14","V2.5","V3.31","V3.32","V5.17","V2.6","V3.33","V5.18","V1.15","V2.7","V5.19","V3.34","V4.33","V2.8","V1.16","V5.20","V4.34","V5.21","V3.35","V4.35","V4.36","V5.22","V4.37","V4.38","V4.39","V4.40","V4.41","V4.42","V4.43","V4.44","V2.9","V3.36","V5.23","V2.10","V3.37","V4.45","V4.46"
"1",1.60606060606061,1.43636363636364,1.48148148148148,2.62937062937063,1.08219178082192,1.02173913043478,1.06896551724138,1.08823529411765,1,2.87142857142857,2.18518518518519,2.03157894736842,4.51724137931034,1.396,1.83516483516484,1.0258064516129,1.77178423236515,1.09090909090909,6,2.05134474327628,1.04166666666667,2.73529411764706,2.60683760683761,1.4375,1.2,1.296875,1.22166666666667,4.03768115942029,3.15566037735849,1.52153110047847,1.05263157894737,8.5,1.75,1.37837837837838,1.01298701298701,1.08695652173913,1,1.0379746835443,1.01063829787234,1,1.28467153284672,1,5.26666666666667,1.93877551020408,1.88181818181818,1.58974358974359,2.59322033898305,1.80116959064327,1.7489539748954,1.75,1,1.49285714285714,1.28070175438596,1.28819444444444,1.14814814814815,1.55392156862745,1.03448275862069,1.06996587030717,3,1,1.20833333333333,2.01363636363636,1.45833333333333,2.13793103448276,1,1.28888888888889,2.21052631578947,1.86666666666667,1,1.23041474654378,3.76470588235294,3.04318181818182,1.55795148247978,1,1.69791666666667,2.8361581920904,1.402460456942,4.06,2.14606741573034,1.17910447761194,2.03053435114504,1.80882352941176,1.92592592592593,3.35714285714286,1.00699300699301,9.78217821782178,1.80188679245283,2.00590551181102,1.06382978723404,1.00920245398773,1.61627906976744,1.06818181818182,2.42105263157895,3.24148606811146,1.32608695652174,2.31111111111111,1,3.37828947368421,1.8,1.64516129032258,1.27777777777778,1.27450980392157,1.26470588235294,1.08484848484848,1.02439024390244,2.75757575757576,12.5443037974684,1.33812949640288,3.05714285714286,1.04081632653061,1.22049689440994,1.31896551724138,1.1875,3.03517587939699,1.2741935483871,1.26605504587156,1.23333333333333,1,1.94505494505494,1.01923076923077,1.4,1.7962962962963,1.8695652173913,1.03030303030303,1.06808510638298,1.2258064516129,1.484375,1.67692307692308,1.86301369863014,1.51388888888889,3.82978723404255,2.47723440134907,1.17948717948718,1.15714285714286,6.59615384615385,1.890625,1.36
