"","V2","V5","V3","V5.1","V3.1","V5.2","V3.2","V5.3"
"1",2.94475138121547,5.88414634146341,4.00778210116732,7.11029411764706,4.04615384615385,9.58823529411765,3.11538461538461,10.6666666666667
