"","V1","V3","V1.1","V3.1","V1.2","V3.2","V1.3","V3.3","V1.4","V3.4","V1.5","V3.5","V1.6","V4","V1.7","V4.1","V1.8","V4.2","V1.9","V3.6"
"1",1.85342789598109,1.23629112662014,1.89298454221165,1.24545454545455,1.80504587155963,1.23001949317739,1.91877058177827,1.13197026022305,1.62298850574713,1.1392523364486,1.89967284623773,1.07518115942029,1.90108695652174,1.50849673202614,1.94712643678161,1.13924050632911,1.88511137162954,1.58789625360231,1.92410119840213,1.28512820512821
