"","V1","V2","V1.1","V4","V4.1","V4.2","V2.1","V2.2","V1.2","V1.3","V4.3","V5","V1.4","V1.5","V4.4","V3","V5.1","V4.5","V2.3","V1.6"
"1",1.02040816326531,1.10714285714286,1.06976744186047,1.75177304964539,1.17647058823529,3.06122448979592,1.57692307692308,1.4,1.18918918918919,1.11940298507463,1.13636363636364,1.02690582959641,1.32258064516129,1.13333333333333,2.57352941176471,1.48148148148148,1.31021897810219,1.14285714285714,1.3,1.08823529411765
