"","V5","V1","V2","V2.1","V1.1","V5.1","V5.2","V5.3","V2.2","V2.3","V2.4","V4","V3","V5.4","V3.1","V1.2","V3.2","V5.5","V5.6","V4.1"
"1",2.14,1.03225806451613,1.41304347826087,4.30769230769231,3.58333333333333,1.02666666666667,1.58536585365854,4.5,1.97727272727273,2.46666666666667,1.36,9.81222707423581,3.15853658536585,1.11764705882353,2.09142857142857,13.275,3.95821727019499,1.58333333333333,2.36538461538462,1.35135135135135
