"","V1"
"-Er_5qE4O_U.txt",5
"-hSVAUIqjcI.txt",3
"0l1WJFkMjgo.txt",4
"0You5B_UN5U.txt",4
"1aAx2uWcENc.txt",1
"2aaPA3mIT7k.txt",5
"2lSIOA7G_tI.txt",4
"4Gl6iaVXZu0.txt",5
"5sRKh3rPzyA.txt",5
"8xsyL48VsZM.txt",5
"98TxYAzItp4.txt",2
"9AiniPkKDVw.txt",4
"bOfc4GKFcXQ.txt",1
"bxeHqvuh_Jc.txt",5
"DiZ74bZ0zgY.txt",1
"Djt549w4l2U.txt",3
"Dn-WIrneKfU.txt",1
"extb7SK-828.txt",4
"ez-YTf64Jn4.txt",1
"F_2uUdIbWwM.txt",1
"FGMET89Tgfw.txt",4
"fkJOzHY8fOo.txt",1
"FVQGgIG_wFI.txt",2
"FVYoWsxqK8g.txt",1
"G2masZNYyfU.txt",2
"gYk15-IutX0.txt",1
"HvxLlYnRuxs.txt",5
"hwKTPY6WCDE.txt",5
"I-Bha50aoUg.txt",5
"I3v40pcYr3g.txt",5
"ikuSPBZjkhw.txt",1
"ItdehpTyGAs.txt",5
"j90747DufW4.txt",1
"JBslJ5EW-xo.txt",2
"JCBBN8jKJWE.txt",2
"k_rfIkULNtI.txt",1
"lnsMzRzv9Rk.txt",5
"lwadaUf5jvY.txt",2
"om9gyhIFTCw.txt",5
"oqfDBFQStKI.txt",5
"orDFGe71T5c.txt",1
"pCLjA2i8qSA.txt",3
"Rae3o8ROJgI.txt",2
"rufUOH6ib68.txt",3
"T-EMXSG2wWQ.txt",1
"t0kTVRXXi84.txt",1
"Tlcpje27X9c.txt",1
"TSA9gkC_KLc.txt",5
"upTg8y28BOQ.txt",1
"v9KPBjAyyTY.txt",5
"xMFPsy0ZtMw.txt",5
"Y3hs2RUM4ZQ.txt",5
"YCiVamfQ3JI.txt",1
"ym-eVZ7HuDw.txt",1
"yPLhKUF7Guw.txt",1
"yR6u3wvbRkw.txt",4
"YRZMdQOMPNQ.txt",1
"Z9EbuBENCgk.txt",1
